Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.8206217417346281,83,83.0%,31,31.0%,33,NaN,0,0.0,2.897969762143735,19,100.0,2.4915598712396307,12,100.0
2,0.8675058208898201,77,77.0%,31,31.0%,33,NaN,0,0.0,3.1926175857967176,19,100.0,2.4402887953867576,12,100.0
3,0.9612970057224746,84,84.0%,31,31.0%,33,NaN,0,0.0,3.333864797615609,18,100.0,3.0100111845972073,13,100.0
4,0.9367757598944331,78,78.0%,32,32.0%,33,NaN,0,0.0,3.330311757014087,19,100.0,2.810997030265813,13,100.0
5,0.7875121513672829,75,75.0%,31,31.0%,33,NaN,0,0.0,2.3461284953590096,19,100.0,3.0434085183555104,12,100.0
6,0.9687645736978577,82,82.0%,32,32.0%,33,NaN,0,0.0,3.2377493518983242,19,100.0,3.2164140863013277,13,100.0
7,0.9066649568308415,80,80.0%,31,31.0%,33,NaN,0,0.0,3.0976555361061213,19,100.0,2.9090580027644974,12,100.0
8,0.7788311790461736,82,82.0%,31,31.0%,33,NaN,0,0.0,2.6935815634618265,19,100.0,2.449887480192039,12,100.0
9,0.9560263786493249,86,86.0%,32,32.0%,33,NaN,0,0.0,3.2949424284429285,19,100.0,3.024472846079981,13,100.0
10,0.9666549144140585,84,84.0%,32,32.0%,33,NaN,0,0.0,3.329504626893527,19,100.0,3.061200679776864,13,100.0
