Iteration,Cheesecake,Profiterole,Mucake
1,0,22,23
2,0,23,26
3,1,25,23
4,1,22,26
5,1,22,26
6,1,25,23
7,1,23,25
8,1,23,25
9,1,20,28
10,1,20,28
11,0,19,30
12,0,21,28
13,0,21,28
14,0,20,29
15,0,20,29
16,1,20,28
17,2,19,28
18,2,20,27
19,2,21,26
20,2,23,24
21,2,23,24
22,2,22,25
23,2,22,25
24,2,23,24
25,2,24,23
26,2,23,24
27,2,23,24
28,2,23,24
29,2,23,24
30,2,24,23
31,2,23,24
32,2,22,25
33,2,22,25
34,2,22,25
35,1,23,25
36,1,23,25
37,1,25,23
38,1,25,23
39,1,26,22
40,1,26,22
41,1,26,22
42,1,25,23
43,1,26,23
44,1,27,22
45,1,27,22
46,1,26,23
47,1,25,24
48,1,25,24
49,1,27,22
50,1,28,21
51,1,26,23
52,1,26,23
53,1,26,23
54,1,27,22
55,1,27,22
56,1,27,22
57,1,27,22
58,1,27,22
59,1,27,22
60,1,28,21
61,1,28,21
62,1,29,20
63,1,29,20
64,1,29,20
65,1,29,20
66,1,28,21
67,1,28,21
68,1,28,21
69,1,28,21
70,1,28,21
71,1,28,21
72,1,28,21
73,1,28,21
74,1,27,22
75,1,28,21
76,0,29,21
77,0,29,21
78,0,29,21
79,0,29,21
80,0,28,22
81,0,28,22
82,0,28,22
83,0,27,23
84,0,27,23
85,0,27,23
86,0,27,23
87,0,27,23
88,0,27,23
89,0,27,23
90,0,27,23
91,0,27,23
92,0,27,23
93,0,27,23
94,0,28,22
95,0,28,22
96,0,29,21
97,0,29,21
98,0,29,21
99,0,29,21
100,0,30,20
