Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,3
2,0,9,1
3,0,10,0
4,0,10,0
5,0,8,0
6,0,9,0
7,0,8,0
8,0,8,0
9,0,8,0
10,0,8,0
