Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.3105954379390136,46,46.0%,13,13.0%,18,NaN,0,0.0,2.738384288770929,10,100.0,1.0690141991605004,3,0.0
2,0.24510931985183795,27,27.0%,10,10.0%,17,NaN,0,0.0,2.5215438268626826,9,100.0,0.3634075086839305,1,0.0
3,0.281113445198092,42,42.0%,10,10.0%,16,NaN,0,0.0,3.1234827244232446,10,100.0,0.0,0,0.0
4,0.24891011901917356,43,43.0%,10,10.0%,15,NaN,0,0.0,2.7656679891019285,10,100.0,0.0,0,0.0
5,0.13979978827421166,8,8.0%,8,8.0%,14,NaN,0,0.0,1.553330980824574,8,0.0,0.0,0,0.0
6,0.2506410288841498,15,15.0%,9,9.0%,12,NaN,0,0.0,3.1330128610518724,9,100.0,0.0,0,0.0
7,0.21714722932119504,30,30.0%,8,8.0%,11,NaN,0,0.0,2.714340366514938,8,100.0,NaN,0,0.0
8,0.13729350749926547,18,18.0%,8,8.0%,11,NaN,0,0.0,1.7161688437408182,8,100.0,NaN,0,0.0
9,0.27751955085235475,27,27.0%,8,8.0%,10,NaN,0,0.0,3.964565012176496,8,100.0,NaN,0,0.0
10,0.17174032158943067,24,24.0%,8,8.0%,10,NaN,0,0.0,2.4534331655632955,8,100.0,NaN,0,0.0
