Iteration,Cheesecake,Profiterole,Mudcake
1,0,12,9
2,0,13,9
3,0,13,9
4,0,13,8
5,0,13,8
6,0,13,8
7,0,13,9
8,0,13,9
9,0,13,8
10,0,13,6
