Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,7
2,0,10,7
3,0,10,7
4,0,10,6
5,0,9,6
6,0,9,3
7,0,10,2
8,0,7,1
9,0,8,0
10,0,8,0
