Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.44205627967868383,50,50.0%,17,17.0%,18,NaN,0,0.0,2.7192203833791804,10,100.0,3.288774086242625,7,100.0
2,0.47418864837599495,41,41.0%,17,17.0%,18,NaN,0,0.0,2.2645311436226816,10,100.0,4.5063474241658925,7,100.0
3,0.4189682697097396,47,47.0%,17,17.0%,18,NaN,0,0.0,2.6063332165636397,10,100.0,3.0733046703168676,7,100.0
4,0.41606667282281184,43,43.0%,16,16.0%,18,NaN,0,0.0,3.005926133546592,10,100.0,2.4255553467269775,6,100.0
5,0.3618280110961888,31,31.0%,15,15.0%,18,NaN,0,0.0,2.980730996294031,9,100.0,1.559370357162101,6,100.0
6,0.3273574164440475,34,34.0%,12,12.0%,17,NaN,0,0.0,2.915984993932772,9,100.0,1.2983753398019604,3,0.0
7,0.21090310080785915,37,37.0%,12,12.0%,16,NaN,0,0.0,1.9077276667533236,10,100.0,0.980190270001501,2,0.0
8,0.1605432482866897,12,12.0%,8,8.0%,14,NaN,0,0.0,1.8466599568701119,7,0.0,0.42701505790269184,1,0.0
9,0.23200150818017476,25,25.0%,8,8.0%,12,NaN,0,0.0,3.314307259716782,8,100.0,0.0,0,0.0
10,0.20812373250637087,27,27.0%,8,8.0%,11,NaN,0,0.0,2.973196178662441,8,100.0,0.0,0,0.0
