Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.9634704727388177,84,84.0%,32,32.0%,33,NaN,0,0.0,3.193735308721193,19,100.0,3.238317643075027,13,100.0
2,0.8521278499938195,86,86.0%,31,31.0%,33,NaN,0,0.0,3.0600323151757576,19,100.0,2.511016943851526,12,100.0
3,0.8743011266083544,79,79.0%,32,32.0%,33,NaN,0,0.0,3.185157838389741,19,100.0,2.5081059641516745,13,100.0
4,0.9015396928756821,87,87.0%,32,32.0%,33,NaN,0,0.0,3.1136250888839645,19,100.0,2.8423931406380736,13,100.0
5,0.8822799415499004,83,83.0%,31,31.0%,33,NaN,0,0.0,3.169627253184059,19,100.0,2.5978919664730804,12,100.0
6,0.8132840511306049,80,80.0%,30,30.0%,33,NaN,0,0.0,2.7255814438808574,19,100.0,2.6889949269337534,11,0.0
7,0.8764852793284321,67,67.0%,31,31.0%,33,NaN,0,0.0,3.86438767435616,19,100.0,1.5074624828693606,12,100.0
8,0.8166064034686598,76,76.0%,31,31.0%,32,NaN,0,0.0,2.856470521603414,20,100.0,2.7387700436401103,11,100.0
9,0.7376363174945887,78,78.0%,31,31.0%,32,NaN,0,0.0,2.409672620169475,20,100.0,2.7979851966238836,11,100.0
10,0.7980972022850126,73,73.0%,31,31.0%,32,NaN,0,0.0,2.874226421252491,20,100.0,2.5199418224703916,11,100.0
