Iteration,Cheesecake,Profiterole,Mudcake
1,0,19,13
2,0,19,12
3,0,19,13
4,0,19,13
5,0,19,12
6,0,19,11
7,0,19,12
8,0,20,11
9,0,20,11
10,0,20,11
