Iteration,Cheesecake,Profiterole,Mudcake
1,0,11,4
2,0,10,2
3,0,10,2
4,0,10,1
5,0,10,1
6,0,9,1
7,0,9,1
8,0,10,0
9,0,10,0
10,0,10,0
