Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.3683865598632019,47,47.0%,15,15.0%,19,NaN,0,0.0,2.986814661766687,11,100.0,1.1617515614422205,4,0.0
2,0.2876512990895919,33,33.0%,12,12.0%,18,NaN,0,0.0,2.2768915776479104,10,100.0,1.1992428264960175,2,0.0
3,0.25876106875356814,32,32.0%,12,12.0%,17,NaN,0,0.0,2.1283845498657237,10,100.0,1.1480653441748951,2,0.0
4,0.21745641230418003,18,18.0%,11,11.0%,16,NaN,0,0.0,1.7850177332136727,10,100.0,1.2984879660937578,1,0.0
5,0.3120158271729595,36,36.0%,11,11.0%,14,NaN,0,0.0,3.0942200333220717,10,100.0,1.6768012086986523,1,0.0
6,0.24926530738293018,29,28.999999999999996%,10,10.0%,13,NaN,0,0.0,2.5380007428572964,9,100.0,2.0845240525773496,1,100.0
7,0.20825361795314962,15,15.0%,10,10.0%,13,NaN,0,0.0,2.214893514661499,9,100.0,0.8913201633614719,1,100.0
8,0.2237361725476602,29,28.999999999999996%,10,10.0%,12,NaN,0,0.0,2.48595747275178,10,100.0,NaN,0,0.0
9,0.25679785981540504,44,44.0%,10,10.0%,12,NaN,0,0.0,2.8533095535045003,10,100.0,NaN,0,0.0
10,0.2618268821234814,29,28.999999999999996%,10,10.0%,12,NaN,0,0.0,2.909187579149793,10,100.0,NaN,0,0.0
