Iteration,Cheesecake,Profiterole,Mudcake
1,0,13,8
2,0,13,7
3,0,13,8
4,0,13,5
5,0,12,7
6,0,13,7
7,0,13,4
8,0,13,6
9,0,13,1
10,0,12,1
