Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.05883740868721406,3,3.0%,3,3.0%,13,NaN,0,0.0,0.9806234781202342,3,0.0,0.0,0,0.0
2,0.13622057076587457,6,6.0%,6,6.0%,11,NaN,0,0.0,2.7244114153174914,6,100.0,0.0,0,0.0
3,0.06529285140694237,4,4.0%,4,4.0%,10,NaN,0,0.0,1.3058570281388475,4,0.0,0.0,0,0.0
4,0.0429821655761909,1,1.0%,1,1.0%,8,NaN,0,0.0,1.0745541394047726,1,0.0,0.0,0,0.0
5,0.032519653893586666,1,1.0%,1,1.0%,6,NaN,0,0.0,1.0839884631195555,1,0.0,NaN,0,0.0
6,0.006461941935818956,1,1.0%,1,1.0%,5,NaN,0,0.0,0.3230970967909478,1,0.0,NaN,0,0.0
7,0.0,0,0.0%,0,0.0%,4,NaN,0,0.0,0.0,0,0.0,NaN,0,0.0
8,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
9,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
10,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
