Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
10,1,604,406,0.0,0,1,2
10,2,276,609,0.0,4,0,2
10,3,428,361,2.8819230420024864,4,1,2
10,4,658,434,0.0,0,1,2
10,5,452,527,3.597769633761984,5,1,2
10,6,351,531,0.0,5,0,2
10,7,617,526,1.4334014804018103,3,1,2
10,8,588,449,0.0,2,1,2
10,9,395,658,0.0,5,0,2
10,10,608,503,0.7247076123380751,3,1,2
10,11,708,443,0.0,0,0,2
10,12,517,401,0.6008523552851742,5,1,2
10,13,641,655,0.0,3,0,2
10,14,551,285,0.0,1,0,2
10,15,409,431,0.0,5,0,2
10,16,277,304,0.0,4,0,2
10,17,355,469,0.0,4,0,2
10,18,745,502,0.0,0,0,2
10,19,209,456,0.0,2,0,2
10,20,473,602,0.0,5,0,2
10,21,332,469,0.0,4,0,2
10,22,615,615,0.0,3,0,2
10,23,478,691,0.0,5,0,2
10,24,556,532,0.0,4,0,2
10,25,569,357,0.0,2,0,2
10,26,438,625,1.7456759534428656,6,1,2
10,27,624,310,0.0,0,0,2
10,28,568,526,0.0,3,0,2
10,29,371,538,2.509392644353591,6,1,2
10,30,397,510,0.0,5,0,2
10,31,743,436,0.0,0,0,2
10,32,499,531,0.0,5,0,2
10,33,433,466,0.0,5,0,2
10,34,682,496,0.0,0,0,2
10,35,469,622,0.0,5,0,2
10,36,537,533,0.0,4,0,2
10,37,534,602,0.0,3,0,2
10,38,526,333,0.0,2,0,2
10,39,549,378,0.0,2,0,2
10,40,734,588,0.0,0,0,2
10,41,512,614,0.0,4,0,2
10,42,571,616,0.0,3,0,2
10,43,625,322,0.0,0,0,2
10,44,671,498,0.0,0,0,2
10,45,278,492,0.0,2,0,2
10,46,366,434,0.2281423952510906,6,1,2
10,47,635,430,0.0,0,0,2
10,48,704,343,0.0,0,0,2
10,49,438,688,0.0,5,0,2
10,50,607,690,0.0,3,0,2
10,51,419,481,0.0,5,0,2
10,52,541,463,0.0,4,0,2
10,53,535,482,0.0,5,0,2
10,54,421,365,0.0,4,0,2
10,55,693,422,0.0,0,0,2
10,56,605,458,0.0,2,0,2
10,57,456,509,0.0,5,0,2
10,58,425,151,0.0,2,0,2
10,59,573,475,0.0,4,0,2
10,60,563,380,0.0,2,0,2
10,61,482,480,0.0,1,0,3
10,62,310,434,0.0,0,0,3
10,63,485,375,0.0,0,0,3
10,64,536,511,0.0,1,0,3
10,65,559,576,0.0,1,0,3
10,66,453,588,0.0,0,0,3
10,67,525,152,0.0,0,0,3
10,68,336,282,0.0,0,0,3
10,69,360,517,0.0,0,0,3
10,70,338,542,0.0,0,0,3
10,71,500,538,0.0,1,0,3
10,72,556,620,0.0,1,0,3
10,73,664,639,0.0,1,0,3
10,74,630,597,0.0,1,0,3
10,75,383,509,0.0,0,0,3
10,76,370,647,0.0,0,0,3
10,77,499,569,0.0,1,0,3
10,78,537,430,0.0,1,0,3
10,79,539,437,0.0,1,0,3
10,80,671,548,0.0,1,0,3
10,81,628,431,0.0,1,0,3
10,82,573,312,0.0,0,0,3
10,83,391,655,0.0,0,0,3
10,84,601,395,0.0,1,0,3
10,85,442,488,0.0,0,0,3
10,86,455,701,0.0,0,0,3
10,87,452,530,0.0,0,0,3
10,88,567,476,0.0,1,0,3
10,89,461,666,0.0,0,0,3
10,90,525,627,0.0,1,0,3
10,91,499,458,0.0,1,0,3
10,92,381,525,0.0,0,0,3
10,93,357,415,0.0,0,0,3
10,94,615,592,0.0,1,0,3
10,95,459,460,0.0,0,0,3
10,96,603,434,0.0,1,0,3
10,97,488,362,0.0,0,0,3
10,98,542,466,0.0,1,0,3
10,99,528,615,0.0,1,0,3
10,100,336,310,0.0,0,0,3

