Iteration,Cheesecake,Profiterole,Mudcake
1,0,5,3
2,0,14,5
3,0,16,5
4,0,9,7
5,0,11,4
6,0,12,2
7,0,10,1
8,0,7,0
9,0,6,0
10,0,0,0
