Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.5723034006021129,8,16.0%,8,16.0%,53,NaN,0,0.0,0.6524347627764752,5,0.0,0.4521063573405694,3,0.0
2,0.8551623185841426,20,40.0%,19,38.0%,48,NaN,0,0.0,1.219155783651185,14,0.0,0.5467172094791739,5,0.0
3,1.1335272143772963,21,42.0%,21,42.0%,43,NaN,0,0.0,1.8054927221100892,16,0.0,0.8340334617639172,5,0.0
4,0.9435802592135663,18,36.0%,16,32.0%,38,NaN,0,0.0,1.350552320565952,9,0.0,1.3441010163423797,7,0.0
5,0.7567758563716985,17,34.0%,15,30.0%,33,NaN,0,0.0,1.424023613549665,11,0.0,1.0171973145575803,4,0.0
6,0.8972982218930744,16,32.0%,14,28.000000000000004%,29,NaN,0,0.0,2.5699314076733613,12,0.0,0.3746008571879938,2,0.0
7,0.40031390101909226,12,24.0%,11,22.0%,28,NaN,0,0.0,1.17337619659674,10,0.0,0.1379639894896415,1,0.0
8,0.40871807146407063,7,14.000000000000002%,7,14.000000000000002%,25,NaN,0,0.0,1.4597073980859665,7,0.0,0.0,0,0.0
9,0.17176798939203763,6,12.0%,6,12.0%,22,NaN,0,0.0,0.7156999558001568,6,0.0,0.0,0,0.0
10,0.0,0,0.0%,0,0.0%,19,NaN,0,0.0,0.0,0,0.0,0.0,0,0.0
