Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,0.0,[D@30b19518,0.0%,0.0%,0.0%,0,0,0,3
2,0.0,[D@363042d7,0.0%,0.0%,0.0%,0,0,0,3
3,0.0,[D@366ac49b,0.0%,0.0%,0.0%,0,0,0,3
4,0.0,[D@6ad59d92,0.0%,0.0%,0.0%,0,0,0,3
5,0.0,[D@56f0cc85,0.0%,0.0%,0.0%,0,0,0,3
6,0.0,[D@62e20a76,0.0%,0.0%,0.0%,0,0,0,3
7,0.0,[D@2cc44ad,0.0%,0.0%,0.0%,0,0,0,3
8,0.0,[D@44b3606b,0.0%,0.0%,0.0%,0,0,0,3
9,0.0,[D@1477089c,0.0%,0.0%,0.0%,0,0,0,3
10,0.0,[D@663411de,0.0%,0.0%,0.0%,0,0,0,3
11,0.0,[D@63dd899,0.0%,0.0%,0.0%,0,0,0,3
12,0.0,[D@59d2400d,0.0%,0.0%,0.0%,0,0,0,3
13,0.0,[D@75cd8043,0.0%,0.0%,0.0%,0,0,0,3
14,0.0,[D@33b1c5c5,0.0%,0.0%,0.0%,0,0,0,3
15,0.0,[D@5b202a3a,0.0%,0.0%,0.0%,0,0,0,3
16,0.0,[D@10b9db7b,0.0%,0.0%,0.0%,0,0,0,3
17,0.0,[D@9ef8eb7,0.0%,0.0%,0.0%,0,0,0,3
18,0.0,[D@34cdeda2,0.0%,0.0%,0.0%,0,0,0,3
19,0.0,[D@6ee660fb,0.0%,0.0%,0.0%,0,0,0,3
20,0.0,[D@305a0c5f,0.0%,0.0%,0.0%,0,0,0,3
21,0.0,[D@4535b6d5,0.0%,0.0%,0.0%,0,0,0,3
22,0.0,[D@1ecee32c,0.0%,0.0%,0.0%,0,0,0,3
23,0.0,[D@4372b9b6,0.0%,0.0%,0.0%,0,0,0,3
24,0.0,[D@232a7d73,0.0%,0.0%,0.0%,0,0,0,3
25,0.0,[D@4b41e4dd,0.0%,0.0%,0.0%,0,0,0,3
26,0.0,[D@22ffa91a,0.0%,0.0%,0.0%,0,0,0,3
27,0.0,[D@74960bfa,0.0%,0.0%,0.0%,0,0,0,3
28,0.0,[D@42721fe,0.0%,0.0%,0.0%,0,0,0,3
29,0.0,[D@40844aab,0.0%,0.0%,0.0%,0,0,0,3
30,0.0,[D@1f6c9cd8,0.0%,0.0%,0.0%,0,0,0,3
31,0.0,[D@5b619d14,0.0%,0.0%,0.0%,0,0,0,3
32,0.0,[D@66746f57,0.0%,0.0%,0.0%,0,0,0,3
33,0.0,[D@447a020,0.0%,0.0%,0.0%,0,0,0,3
34,0.0,[D@7f36662c,0.0%,0.0%,0.0%,0,0,0,3
35,0.0,[D@28e8dde3,0.0%,0.0%,0.0%,0,0,0,3
36,0.0,[D@6d23017e,0.0%,0.0%,0.0%,0,0,0,3
37,0.0,[D@54dcfa5a,0.0%,0.0%,0.0%,0,0,0,3
38,0.0,[D@1817f1eb,0.0%,0.0%,0.0%,0,0,0,3
39,0.0,[D@767e20cf,0.0%,0.0%,0.0%,0,0,0,3
40,0.0,[D@3a3e78f,0.0%,0.0%,0.0%,0,0,0,3
41,0.0,[D@301ec38b,0.0%,0.0%,0.0%,0,0,0,3
42,0.0,[D@17a1e4ca,0.0%,0.0%,0.0%,0,0,0,3
43,0.0,[D@10ded6a9,0.0%,0.0%,0.0%,0,0,0,3
44,0.0,[D@c5dc4a2,0.0%,0.0%,0.0%,0,0,0,3
45,0.0,[D@4a194c39,0.0%,0.0%,0.0%,0,0,0,3
46,0.0,[D@52066604,0.0%,0.0%,0.0%,0,0,0,3
47,0.0,[D@340b9973,0.0%,0.0%,0.0%,0,0,0,3
48,0.0,[D@56113384,0.0%,0.0%,0.0%,0,0,0,3
49,0.0,[D@5669c5fb,0.0%,0.0%,0.0%,0,0,0,3
50,0.0,[D@373ebf74,0.0%,0.0%,0.0%,0,0,0,3
51,0.0,[D@5f9678e1,0.0%,0.0%,0.0%,0,0,0,3
52,0.0,[D@c4ed84,0.0%,0.0%,0.0%,0,0,0,3
53,0.0,[D@189aa67a,0.0%,0.0%,0.0%,0,0,0,3
54,0.0,[D@5a9d6f02,0.0%,0.0%,0.0%,0,0,0,3
55,0.0,[D@362045c0,0.0%,0.0%,0.0%,0,0,0,3
56,0.0,[D@112f364d,0.0%,0.0%,0.0%,0,0,0,3
57,0.0,[D@5ccbeb64,0.0%,0.0%,0.0%,0,0,0,3
58,0.0,[D@6d9f7a80,0.0%,0.0%,0.0%,0,0,0,3
59,0.0,[D@59252cb6,0.0%,0.0%,0.0%,0,0,0,3
60,0.0,[D@31d0e481,0.0%,0.0%,0.0%,0,0,0,3
61,0.0,[D@3243b914,0.0%,0.0%,0.0%,0,0,0,3
62,0.0,[D@241e8ea6,0.0%,0.0%,0.0%,0,0,0,3
63,0.0,[D@542e560f,0.0%,0.0%,0.0%,0,0,0,3
64,0.0,[D@626c44e7,0.0%,0.0%,0.0%,0,0,0,3
65,0.0,[D@4dc8caa7,0.0%,0.0%,0.0%,0,0,0,3
66,0.0,[D@1d730606,0.0%,0.0%,0.0%,0,0,0,3
67,0.0,[D@3bcbb589,0.0%,0.0%,0.0%,0,0,0,3
68,0.0,[D@3b00856b,0.0%,0.0%,0.0%,0,0,0,3
69,0.0,[D@3016fd5e,0.0%,0.0%,0.0%,0,0,0,3
70,0.0,[D@35d08e6c,0.0%,0.0%,0.0%,0,0,0,3
71,0.0,[D@53d102a2,0.0%,0.0%,0.0%,0,0,0,3
72,0.0,[D@6c45ee6e,0.0%,0.0%,0.0%,0,0,0,3
73,0.0,[D@6b3e12b5,0.0%,0.0%,0.0%,0,0,0,3
