Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,2.146206096902179,[D@3a1dd365,62.0%,62.0%,26.956521739130434%,31,31,31,115
2,2.5447275446581408,[D@395b56bb,64.0%,64.0%,24.06015037593985%,32,32,32,133
3,2.649040713093049,[D@256f8274,64.0%,64.0%,25.6%,32,32,32,125
4,2.7428665849098635,[D@68044f4,64.0%,64.0%,27.82608695652174%,32,32,32,115
5,2.765748078049482,[D@52d239ba,64.0%,64.0%,27.82608695652174%,32,32,32,115
6,2.840462102306473,[D@315f43d5,66.0%,66.0%,28.695652173913043%,33,33,33,115
7,2.8701727124155227,[D@68fa0ba8,66.0%,66.0%,28.448275862068968%,33,33,33,116
8,2.9654270193546552,[D@6c5945a7,68.0%,68.0%,29.310344827586203%,34,34,34,116
9,3.0212355694894235,[D@2f05be7f,68.0%,68.0%,29.059829059829063%,34,34,34,117
10,3.1088474316874652,[D@640f11a1,70.0%,70.0%,29.914529914529915%,35,35,35,117
11,3.1492441546560612,[D@5c10f1c3,70.0%,70.0%,27.77777777777778%,35,35,35,126
12,3.16478139671092,[D@7ac2e39b,70.0%,70.0%,27.77777777777778%,35,35,35,126
13,3.166914795264227,[D@78365cfa,70.0%,70.0%,27.77777777777778%,35,35,35,126
14,3.1727557650044873,[D@64a8c844,70.0%,70.0%,27.77777777777778%,35,35,35,126
15,3.192675609456555,[D@3f6db3fb,70.0%,70.0%,26.119402985074625%,35,35,35,134
16,3.24780739154165,[D@52de51b6,70.0%,70.0%,26.119402985074625%,35,35,35,134
17,3.25062381176151,[D@18c5069b,70.0%,70.0%,26.119402985074625%,35,35,35,134
18,3.3883921721847394,[D@3a0d172f,74.0%,74.0%,27.611940298507463%,37,37,37,134
19,3.3980353920992763,[D@68ad99fe,74.0%,74.0%,27.205882352941174%,37,37,37,136
20,3.4071792645802508,[D@485e36bc,74.0%,74.0%,27.205882352941174%,37,37,37,136
21,3.424761110773744,[D@781f10f2,74.0%,74.0%,27.205882352941174%,37,37,37,136
22,3.4449180192416136,[D@2a79d4b1,74.0%,74.0%,27.205882352941174%,37,37,37,136
23,3.4520829071644936,[D@2e9fda69,74.0%,74.0%,27.205882352941174%,37,37,37,136
24,3.456213096476537,[D@17cdf2d0,74.0%,74.0%,25.694444444444443%,37,37,37,144
25,3.4607530328392455,[D@1755e85b,74.0%,74.0%,25.694444444444443%,37,37,37,144
26,3.46410713609587,[D@736d6a5c,74.0%,74.0%,25.694444444444443%,37,37,37,144
27,3.484247976091908,[D@2371aaca,74.0%,74.0%,25.694444444444443%,37,37,37,144
28,3.484247976091908,[D@5b529706,74.0%,74.0%,25.694444444444443%,37,37,37,144
29,3.484247976091908,[D@63fdab07,74.0%,74.0%,25.694444444444443%,37,37,37,144
30,3.497631316583197,[D@7b5a12ae,74.0%,74.0%,25.694444444444443%,37,37,37,144
31,3.5703281043506765,[D@5553d0f5,76.0%,76.0%,26.38888888888889%,38,38,38,144
32,3.5732049987250583,[D@1af687fe,76.0%,76.0%,26.20689655172414%,38,38,38,145
33,3.5732049987250583,[D@14dda234,76.0%,76.0%,26.20689655172414%,38,38,38,145
34,3.573590163532192,[D@3f390d63,76.0%,76.0%,26.20689655172414%,38,38,38,145
35,3.573590163532192,[D@74a6a609,76.0%,76.0%,26.20689655172414%,38,38,38,145
36,3.5930813041456577,[D@5a411614,76.0%,76.0%,26.20689655172414%,38,38,38,145
37,3.5966920047595363,[D@2374d36a,76.0%,76.0%,26.20689655172414%,38,38,38,145
38,3.607895575676831,[D@54d18072,76.0%,76.0%,26.20689655172414%,38,38,38,145
39,3.6085224592354246,[D@1506f20f,76.0%,76.0%,26.20689655172414%,38,38,38,145
40,3.6085224592354246,[D@47a5b70d,76.0%,76.0%,26.20689655172414%,38,38,38,145
41,3.6093443136505514,[D@424fd310,76.0%,76.0%,26.20689655172414%,38,38,38,145
42,3.6134724510023646,[D@1a45193b,76.0%,76.0%,26.20689655172414%,38,38,38,145
43,3.6215391443026816,[D@38f116f6,76.0%,76.0%,26.20689655172414%,38,38,38,145
44,3.6215391443026816,[D@5286c33a,76.0%,76.0%,26.20689655172414%,38,38,38,145
45,3.625583348063428,[D@6e6d5d29,76.0%,76.0%,26.20689655172414%,38,38,38,145
46,3.629237684340577,[D@5c530d1e,76.0%,76.0%,26.20689655172414%,38,38,38,145
47,3.632728724262839,[D@6c25e6c4,76.0%,76.0%,26.20689655172414%,38,38,38,145
48,3.6335851030893127,[D@85e6769,76.0%,76.0%,26.20689655172414%,38,38,38,145
49,3.638865212978593,[D@c5ee75e,76.0%,76.0%,26.20689655172414%,38,38,38,145
50,3.6396870673937203,[D@48a12036,76.0%,76.0%,26.20689655172414%,38,38,38,145
51,3.643292618669184,[D@bf1ec20,76.0%,76.0%,26.20689655172414%,38,38,38,145
52,3.6436416489985652,[D@70efb718,76.0%,76.0%,26.20689655172414%,38,38,38,145
53,3.6436416489985652,[D@b70da4c,76.0%,76.0%,26.20689655172414%,38,38,38,145
54,3.6436416489985652,[D@4a11eb84,76.0%,76.0%,24.516129032258064%,38,38,38,155
55,3.6436416489985652,[D@4e858e0a,76.0%,76.0%,24.516129032258064%,38,38,38,155
56,3.646405581021065,[D@435fb7b5,76.0%,76.0%,24.516129032258064%,38,38,38,155
57,3.6524436132869544,[D@4e70a728,76.0%,76.0%,24.516129032258064%,38,38,38,155
58,3.6524436132869544,[D@b7838a9,76.0%,76.0%,24.516129032258064%,38,38,38,155
59,3.6524436132869544,[D@696f0212,76.0%,76.0%,24.516129032258064%,38,38,38,155
60,3.788546708128842,[D@5733f295,80.0%,80.0%,25.806451612903224%,40,40,40,155
61,3.788546708128842,[D@1c3146bc,80.0%,80.0%,25.477707006369428%,40,40,40,157
62,3.7887827761063413,[D@56c698e3,80.0%,80.0%,25.477707006369428%,40,40,40,157
63,3.7887827761063413,[D@47a86fbb,80.0%,80.0%,25.477707006369428%,40,40,40,157
64,3.7918406984989685,[D@f478a81,80.0%,80.0%,25.477707006369428%,40,40,40,157
65,3.7986163785669227,[D@19553973,80.0%,80.0%,25.477707006369428%,40,40,40,157
66,3.814108024642702,[D@7bb6ab3a,80.0%,80.0%,25.477707006369428%,40,40,40,157
67,3.825393770573612,[D@7fe7c640,80.0%,80.0%,25.477707006369428%,40,40,40,157
68,3.825393770573612,[D@4c4748bf,80.0%,80.0%,25.477707006369428%,40,40,40,157
69,3.8374223384053554,[D@7ce97ee5,80.0%,80.0%,25.477707006369428%,40,40,40,157
70,3.8374223384053554,[D@32c8e539,80.0%,80.0%,25.477707006369428%,40,40,40,157
71,3.8374223384053554,[D@73dce0e6,80.0%,80.0%,25.477707006369428%,40,40,40,157
72,3.8402858808870564,[D@5a85c92,80.0%,80.0%,25.477707006369428%,40,40,40,157
73,3.8411077353021836,[D@32811494,80.0%,80.0%,25.477707006369428%,40,40,40,157
74,3.895706386564778,[D@4795ded0,82.0%,82.0%,26.11464968152866%,41,41,41,157
75,3.895706386564778,[D@53dacd14,82.0%,82.0%,25.949367088607595%,41,41,41,158
