Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.462673366204272,51,51.0%,20,20.0%,23,NaN,0,0.0,2.6092065978266836,13,100.0,1.8696071808133747,7,0.0
2,0.47182460882620736,51,51.0%,21,21.0%,22,NaN,0,0.0,2.700715169737393,13,100.0,2.110554120824575,8,100.0
3,0.5229465448565238,58,57.99999999999999%,20,20.0%,22,NaN,0,0.0,3.051191076679128,13,100.0,2.240051652214691,7,100.0
4,0.5508885408538593,61,61.0%,21,21.0%,22,NaN,0,0.0,2.981044645201589,13,100.0,2.7594740489952665,8,100.0
5,0.5169653032954183,56,56.00000000000001%,21,21.0%,22,NaN,0,0.0,2.8311752027749404,13,100.0,2.531775413748935,8,100.0
6,0.5188575500765897,56,56.00000000000001%,20,20.0%,22,NaN,0,0.0,2.727206754384007,12,100.0,2.737039136435842,8,100.0
7,0.5045920097147125,46,46.0%,20,20.0%,22,NaN,0,0.0,2.924184587105847,13,100.0,2.1955694180287257,7,100.0
8,0.47507589050633103,51,51.0%,20,20.0%,22,NaN,0,0.0,2.819130426135511,13,100.0,1.9540034195724234,7,100.0
9,0.5395491810321565,51,51.0%,20,20.0%,21,NaN,0,0.0,3.2845728930482507,13,100.0,2.423340564439441,7,100.0
10,0.527272542442432,50,50.0%,19,19.0%,21,NaN,0,0.0,2.850791811199939,12,100.0,3.0862920849739908,7,100.0
