Iteration,Cheesecake,Profiterole,Mudcake
1,0,13,7
2,0,13,8
3,0,13,7
4,0,13,8
5,0,13,8
6,0,12,8
7,0,13,7
8,0,13,7
9,0,13,7
10,0,12,7
