Iteration,Cheesecake,Profiterole,Mucake
1,1,18,23
2,0,21,25
3,0,16,30
4,0,19,27
5,1,17,28
6,1,18,27
7,1,22,23
8,2,22,22
9,2,20,24
10,2,18,26
11,2,18,26
12,2,19,25
13,2,18,26
14,1,18,27
15,1,19,26
16,1,20,25
17,1,20,26
18,1,19,27
19,1,19,27
20,2,18,27
21,2,19,26
22,2,20,26
23,2,20,26
24,2,20,26
25,2,22,24
26,2,22,24
27,2,22,24
28,2,21,25
29,2,22,24
30,2,22,24
31,2,21,25
32,2,20,26
33,2,20,26
34,2,20,26
35,1,21,26
36,1,21,26
37,1,19,28
38,1,19,28
39,1,20,27
40,1,20,27
41,1,20,27
42,1,22,25
43,1,21,26
44,1,21,26
45,1,21,26
46,1,21,26
47,1,21,26
48,1,21,26
49,1,21,26
50,1,19,28
51,1,19,28
52,1,20,27
53,1,20,27
54,1,19,28
55,1,17,30
56,1,17,30
57,1,17,30
58,1,17,30
59,1,17,30
60,1,17,30
61,1,17,30
62,1,17,30
63,1,17,30
64,1,16,31
65,1,18,29
66,1,18,29
67,1,18,29
68,1,18,29
69,1,18,29
70,1,19,28
71,1,19,28
72,1,19,28
73,1,19,28
74,1,19,28
75,1,19,28
76,0,20,28
77,0,20,28
78,0,20,28
79,0,20,28
80,0,20,28
81,0,19,29
82,0,20,28
83,0,20,28
84,0,20,28
85,0,20,28
86,0,21,27
87,0,23,25
88,0,24,24
89,0,23,25
90,0,23,25
91,0,23,25
92,0,23,25
93,0,23,25
94,0,24,24
95,0,24,24
96,0,24,24
97,0,24,24
98,0,24,24
99,0,24,24
100,0,24,24
