Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.044820823815932,19,38.0%,18,36.0%,53,NaN,0,0.0,0.8948141686329792,9,0.0,1.2698308065903612,9,0.0
2,1.035050380183057,20,40.0%,20,40.0%,48,NaN,0,0.0,1.153417673591553,12,0.0,1.1450134345656071,8,0.0
3,0.8420049377534601,18,36.0%,17,34.0%,43,NaN,0,0.0,1.1235379874783036,11,0.0,0.945958449262107,6,0.0
4,0.8807861398213074,15,30.0%,14,28.000000000000004%,38,NaN,0,0.0,1.7178065909327787,11,0.0,0.5689548986769293,3,0.0
5,0.6968219783527538,15,30.0%,13,26.0%,33,NaN,0,0.0,1.7546792474628112,11,0.0,0.2714060386089249,2,0.0
6,0.4010585358056427,10,20.0%,9,18.0%,29,NaN,0,0.0,1.017672761119189,8,0.0,0.37701626123751153,1,0.0
7,0.3239612584498228,6,12.0%,6,12.0%,26,NaN,0,0.0,1.1099801136935443,5,0.0,0.07314903675350198,1,0.0
8,0.0946030442936728,4,8.0%,2,4.0%,23,NaN,0,0.0,0.3941793512236367,2,0.0,0.0,0,0.0
9,0.0,1,2.0%,0,0.0%,20,NaN,0,0.0,0.0,0,0.0,0.0,0,0.0
10,0.0,0,0.0%,0,0.0%,18,NaN,0,0.0,0.0,0,0.0,0.0,0,0.0
