Iteration,Cheesecake,Profiterole,Mucake
1,0,22,20
2,0,26,19
3,0,31,14
4,0,29,17
5,0,24,23
6,1,23,23
7,1,21,26
8,1,21,26
9,1,24,23
10,0,25,23
11,0,26,22
12,0,25,23
13,0,26,22
14,0,25,23
15,0,25,23
16,0,25,24
17,0,26,23
18,0,27,22
19,0,27,22
20,0,26,23
21,0,25,24
22,0,24,25
23,0,25,24
24,0,25,24
25,0,26,23
26,0,26,23
27,0,26,23
28,0,26,23
29,0,26,23
30,0,25,24
31,0,25,24
32,0,24,25
33,0,25,24
34,0,26,23
35,0,25,24
36,0,25,24
37,0,25,24
38,0,25,24
39,0,25,24
40,0,24,25
41,0,24,25
42,0,24,25
43,0,24,25
44,0,24,25
45,0,23,26
46,0,22,27
47,0,22,27
48,0,22,27
49,0,21,28
50,0,22,27
51,0,23,26
52,0,24,25
53,0,24,25
54,0,24,25
55,0,24,25
56,0,24,25
57,0,24,25
58,0,23,26
59,0,23,26
60,0,23,26
61,0,23,26
62,0,23,26
63,0,23,26
64,0,23,26
65,0,23,26
66,0,24,25
67,0,24,25
68,0,24,25
69,0,23,26
70,0,23,26
71,0,24,25
72,0,24,25
73,0,25,24
74,0,25,24
75,0,25,24
76,0,25,24
77,0,25,24
78,0,26,23
79,0,26,23
80,0,26,23
81,0,26,23
82,0,26,23
83,0,25,24
84,0,25,24
85,0,25,24
86,0,25,24
87,0,25,24
88,0,25,24
89,0,24,25
90,0,24,25
91,0,24,25
92,0,24,25
93,0,24,25
94,0,23,26
95,0,23,26
96,0,23,26
97,0,24,25
98,0,24,25
99,0,24,25
100,0,24,25
