Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.3051842932235838,[D@2002348,86.0%,86.0%,28.859060402684566%,43,43,43,149
2,3.767109155964499,[D@5911e990,90.0%,90.0%,25.71428571428571%,45,45,45,175
3,3.843438052603182,[D@31000e60,90.0%,90.0%,27.439024390243905%,45,45,45,164
4,4.062468156878642,[D@1d470d0,94.0%,94.0%,28.65853658536585%,47,47,47,164
5,4.1747516540552905,[D@24d09c1,94.0%,94.0%,28.484848484848484%,47,47,47,165
6,4.198157208939623,[D@54c62d71,94.0%,94.0%,28.313253012048197%,47,47,47,166
7,4.275605815136384,[D@65045a87,96.0%,96.0%,28.915662650602407%,48,48,48,166
8,4.312676993352822,[D@47f4e407,96.0%,96.0%,28.74251497005988%,48,48,48,167
9,4.327349103321293,[D@2d1dee39,96.0%,96.0%,28.74251497005988%,48,48,48,167
10,4.34856046870762,[D@48d5f34e,96.0%,96.0%,28.74251497005988%,48,48,48,167
11,4.400130339384815,[D@fc258b1,96.0%,96.0%,28.74251497005988%,48,48,48,167
12,4.424139509771348,[D@6ff65192,96.0%,96.0%,28.74251497005988%,48,48,48,167
13,4.432469384314938,[D@2dd80673,96.0%,96.0%,28.74251497005988%,48,48,48,167
14,4.433774372510657,[D@4af0df05,96.0%,96.0%,27.11864406779661%,48,48,48,177
15,4.459105893671988,[D@57ea113a,96.0%,96.0%,27.11864406779661%,48,48,48,177
16,4.50906818551644,[D@acdb094,98.0%,98.0%,27.683615819209038%,49,49,49,177
17,4.524557800644079,[D@674bd420,98.0%,98.0%,27.52808988764045%,49,49,49,178
18,4.527960924881512,[D@2b0f373b,98.0%,98.0%,27.52808988764045%,49,49,49,178
19,4.543738309702008,[D@2ceb80a1,98.0%,98.0%,25.789473684210527%,49,49,49,190
20,4.556886089952634,[D@4b45dcb8,98.0%,98.0%,25.789473684210527%,49,49,49,190
21,4.571741644066423,[D@7216fb24,98.0%,98.0%,25.789473684210527%,49,49,49,190
22,4.57232743050405,[D@2072acb2,98.0%,98.0%,25.789473684210527%,49,49,49,190
23,4.596752573963198,[D@50ecde95,98.0%,98.0%,25.789473684210527%,49,49,49,190
24,4.601632304061973,[D@35a9782c,98.0%,98.0%,25.789473684210527%,49,49,49,190
25,4.615916751402515,[D@70a36a66,98.0%,98.0%,25.789473684210527%,49,49,49,190
26,4.625947970944396,[D@45815ffc,98.0%,98.0%,25.789473684210527%,49,49,49,190
27,4.628546902801262,[D@732f29af,98.0%,98.0%,25.789473684210527%,49,49,49,190
28,4.628546902801262,[D@d3957fe,98.0%,98.0%,25.789473684210527%,49,49,49,190
29,4.629709180461431,[D@6622fc65,98.0%,98.0%,25.789473684210527%,49,49,49,190
30,4.6543800088525735,[D@299321e2,98.0%,98.0%,25.789473684210527%,49,49,49,190
31,4.6543800088525735,[D@23fb172e,98.0%,98.0%,25.789473684210527%,49,49,49,190
32,4.6568469982770075,[D@64ba3208,98.0%,98.0%,25.789473684210527%,49,49,49,190
33,4.66381627690736,[D@158a3b2e,98.0%,98.0%,25.789473684210527%,49,49,49,190
34,4.665421828182824,[D@25a6944c,98.0%,98.0%,25.789473684210527%,49,49,49,190
35,4.674801533311188,[D@5e1fa5b1,98.0%,98.0%,25.789473684210527%,49,49,49,190
36,4.675714562163323,[D@6b00f608,98.0%,98.0%,25.789473684210527%,49,49,49,190
37,4.675714562163323,[D@2f17e30d,98.0%,98.0%,25.789473684210527%,49,49,49,190
38,4.684738542685012,[D@3e821657,98.0%,98.0%,25.789473684210527%,49,49,49,190
39,4.684738542685012,[D@1d131e1b,98.0%,98.0%,25.789473684210527%,49,49,49,190
40,4.68586164831063,[D@71cf1b07,98.0%,98.0%,25.789473684210527%,49,49,49,190
41,4.688015043737044,[D@615091b8,98.0%,98.0%,25.789473684210527%,49,49,49,190
42,4.699529149225124,[D@4fce136b,98.0%,98.0%,25.789473684210527%,49,49,49,190
43,4.699529149225124,[D@4aa83f4f,98.0%,98.0%,25.789473684210527%,49,49,49,190
44,4.70235757634987,[D@43b6123e,98.0%,98.0%,25.789473684210527%,49,49,49,190
45,4.712091636150261,[D@260e86a1,98.0%,98.0%,25.789473684210527%,49,49,49,190
46,4.7128555681727615,[D@19648c40,98.0%,98.0%,25.789473684210527%,49,49,49,190
47,4.7128555681727615,[D@12bd8a64,98.0%,98.0%,25.789473684210527%,49,49,49,190
48,4.717893441021097,[D@61e94def,98.0%,98.0%,25.789473684210527%,49,49,49,190
49,4.731570331085102,[D@3300f4fd,98.0%,98.0%,25.789473684210527%,49,49,49,190
50,4.732392185500229,[D@ebb6851,98.0%,98.0%,25.789473684210527%,49,49,49,190
51,4.732786634224765,[D@70ab2d48,98.0%,98.0%,25.789473684210527%,49,49,49,190
52,4.734948911884933,[D@5b068087,98.0%,98.0%,25.789473684210527%,49,49,49,190
53,4.738421047839933,[D@6f152006,98.0%,98.0%,25.789473684210527%,49,49,49,190
54,4.738421047839933,[D@3a393455,98.0%,98.0%,25.789473684210527%,49,49,49,190
55,4.738421047839933,[D@13518f37,98.0%,98.0%,25.789473684210527%,49,49,49,190
56,4.738421047839933,[D@7cbc3762,98.0%,98.0%,25.789473684210527%,49,49,49,190
57,4.740446277036194,[D@3a6f2de3,98.0%,98.0%,25.789473684210527%,49,49,49,190
58,4.742466041874031,[D@49872d67,98.0%,98.0%,25.789473684210527%,49,49,49,190
59,4.742466041874031,[D@56303b57,98.0%,98.0%,25.789473684210527%,49,49,49,190
60,4.745523964266657,[D@4b2a01d4,98.0%,98.0%,25.789473684210527%,49,49,49,190
61,4.745523964266657,[D@8692d67,98.0%,98.0%,25.789473684210527%,49,49,49,190
62,4.745523964266657,[D@78f5c518,98.0%,98.0%,25.789473684210527%,49,49,49,190
63,4.745523964266657,[D@2f48b3d2,98.0%,98.0%,25.789473684210527%,49,49,49,190
64,4.745523964266657,[D@34f7234e,98.0%,98.0%,25.789473684210527%,49,49,49,190
65,4.745523964266657,[D@753432a2,98.0%,98.0%,25.789473684210527%,49,49,49,190
66,4.747287896289157,[D@23bff419,98.0%,98.0%,25.789473684210527%,49,49,49,190
67,4.749035960386952,[D@4983159f,98.0%,98.0%,25.789473684210527%,49,49,49,190
68,4.753026268217384,[D@44e3a2b2,98.0%,98.0%,25.789473684210527%,49,49,49,190
69,4.754685401728249,[D@101639ae,98.0%,98.0%,25.789473684210527%,49,49,49,190
70,4.754685401728249,[D@4c550889,98.0%,98.0%,25.789473684210527%,49,49,49,190
71,4.754847679388417,[D@1d2bd371,98.0%,98.0%,25.789473684210527%,49,49,49,190
72,4.754847679388417,[D@44040454,98.0%,98.0%,25.789473684210527%,49,49,49,190
73,4.7578476793884175,[D@65fe9e33,98.0%,98.0%,25.789473684210527%,49,49,49,190
74,4.758433465826044,[D@18bc345,98.0%,98.0%,25.789473684210527%,49,49,49,190
75,4.7594514252563425,[D@42f8285e,98.0%,98.0%,25.789473684210527%,49,49,49,190
76,4.7594514252563425,[D@26bab2f1,98.0%,98.0%,25.789473684210527%,49,49,49,190
77,4.7594514252563425,[D@3724af13,98.0%,98.0%,25.789473684210527%,49,49,49,190
78,4.764774428970413,[D@68ead359,98.0%,98.0%,25.789473684210527%,49,49,49,190
79,4.764774428970413,[D@6b53bcc2,98.0%,98.0%,25.789473684210527%,49,49,49,190
80,4.765735256935862,[D@180da663,98.0%,98.0%,25.789473684210527%,49,49,49,190
81,4.765735256935862,[D@a43ce46,98.0%,98.0%,25.789473684210527%,49,49,49,190
82,4.765735256935862,[D@340da44c,98.0%,98.0%,25.789473684210527%,49,49,49,190
83,4.767971324913362,[D@424ebba3,98.0%,98.0%,25.789473684210527%,49,49,49,190
84,4.769000384966285,[D@37052337,98.0%,98.0%,25.789473684210527%,49,49,49,190
85,4.769000384966285,[D@2320fa6f,98.0%,98.0%,25.789473684210527%,49,49,49,190
86,4.769000384966285,[D@7a560583,98.0%,98.0%,25.789473684210527%,49,49,49,190
87,4.76961522015915,[D@4d722ac9,98.0%,98.0%,25.789473684210527%,49,49,49,190
88,4.76961522015915,[D@53f0a4cb,98.0%,98.0%,25.789473684210527%,49,49,49,190
89,4.770029433721523,[D@77a7cf58,98.0%,98.0%,25.789473684210527%,49,49,49,190
90,4.770029433721523,[D@3d97a632,98.0%,98.0%,25.789473684210527%,49,49,49,190
