Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.5297577232583596,45,45.0%,19,19.0%,21,NaN,0,0.0,3.0837310238645173,12,100.0,2.722104437618038,7,100.0
2,0.4482984507434591,49,49.0%,19,19.0%,21,NaN,0,0.0,3.075645852896851,12,100.0,1.5711058132115063,7,100.0
3,0.5039985857984803,55,55.00000000000001%,19,19.0%,20,NaN,0,0.0,2.6299699064105235,12,100.0,3.578364934888711,7,100.0
4,0.4709911578562274,42,42.0%,18,18.0%,20,NaN,0,0.0,2.768157256525579,12,100.0,2.774897660640228,6,100.0
5,0.33346619386355625,38,38.0%,17,17.0%,20,NaN,0,0.0,2.224989556687061,12,100.0,1.4786223771329927,5,0.0
6,0.36184092584281907,34,34.0%,13,13.0%,19,NaN,0,0.0,2.971753809693722,12,100.0,0.6989601355301925,1,0.0
7,0.3381155647385421,35,35.0%,12,12.0%,18,NaN,0,0.0,2.8109245238409244,11,100.0,0.7228466779010114,1,0.0
8,0.2550401786653101,40,40.0%,12,12.0%,17,NaN,0,0.0,2.0156625389637544,11,100.0,1.110576645976571,1,0.0
9,0.34606382942271824,34,34.0%,13,13.0%,16,NaN,0,0.0,2.8540171691045395,12,100.0,1.6060970410609434,1,0.0
10,0.37998822018203704,43,43.0%,13,13.0%,15,NaN,0,0.0,3.3339528969461223,12,100.0,1.3253401517963594,1,100.0
