Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.5156865013609572,29,28.999999999999996%,17,17.0%,21,NaN,0,0.0,2.655767552718265,11,100.0,3.193601008027828,6,0.0
2,0.42358219339943665,32,32.0%,15,15.0%,21,NaN,0,0.0,3.1797109280590816,11,100.0,1.054485590184825,4,0.0
3,0.44529976561982165,35,35.0%,13,13.0%,20,NaN,0,0.0,3.6551659891378376,12,100.0,0.7205251135776592,1,0.0
4,0.38494103764023785,34,34.0%,14,14.000000000000002%,20,NaN,0,0.0,2.9051509750568982,13,100.0,0.7264584126682014,1,0.0
5,0.290084616067969,33,33.0%,14,14.000000000000002%,19,NaN,0,0.0,2.2141629426374663,13,100.0,0.6096265737868255,1,0.0
6,0.1529048509932079,12,12.0%,11,11.0%,18,NaN,0,0.0,0.9565809609767718,10,0.0,1.2705045225331764,1,0.0
7,0.24239792460902543,28,28.000000000000004%,11,11.0%,15,NaN,0,0.0,2.0148431553171853,10,100.0,2.0456804538653435,1,0.0
8,0.3376011023592296,33,33.0%,12,12.0%,15,NaN,0,0.0,3.192209141866267,11,100.0,0.9190094086301461,1,0.0
9,0.2536643516353189,30,30.0%,11,11.0%,14,NaN,0,0.0,2.5366435163531893,11,100.0,0.0,0,0.0
10,0.2982027361265596,25,25.0%,11,11.0%,13,NaN,0,0.0,2.9820273612655965,11,100.0,NaN,0,0.0
