Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,0.0,[D@5911e990,0.0%,0.0%,0.0%,0,0,0,3
2,0.0,[D@31000e60,0.0%,0.0%,0.0%,0,0,0,3
3,0.0,[D@1d470d0,0.0%,0.0%,0.0%,0,0,0,3
4,0.0,[D@24d09c1,0.0%,0.0%,0.0%,0,0,0,3
5,0.0,[D@54c62d71,0.0%,0.0%,0.0%,0,0,0,3
6,0.0,[D@65045a87,0.0%,0.0%,0.0%,0,0,0,3
7,0.0,[D@47f4e407,0.0%,0.0%,0.0%,0,0,0,3
8,0.0,[D@2d1dee39,0.0%,0.0%,0.0%,0,0,0,3
9,0.0,[D@48d5f34e,0.0%,0.0%,0.0%,0,0,0,3
10,0.0,[D@fc258b1,0.0%,0.0%,0.0%,0,0,0,3
11,0.0,[D@6ff65192,0.0%,0.0%,0.0%,0,0,0,3
12,0.0,[D@2dd80673,0.0%,0.0%,0.0%,0,0,0,3
13,0.0,[D@4af0df05,0.0%,0.0%,0.0%,0,0,0,3
14,0.0,[D@57ea113a,0.0%,0.0%,0.0%,0,0,0,3
15,0.0,[D@acdb094,0.0%,0.0%,0.0%,0,0,0,3
16,0.0,[D@674bd420,0.0%,0.0%,0.0%,0,0,0,3
17,0.0,[D@2b0f373b,0.0%,0.0%,0.0%,0,0,0,3
18,0.0,[D@2ceb80a1,0.0%,0.0%,0.0%,0,0,0,3
19,0.0,[D@4b45dcb8,0.0%,0.0%,0.0%,0,0,0,3
20,0.0,[D@7216fb24,0.0%,0.0%,0.0%,0,0,0,3
21,0.0,[D@2072acb2,0.0%,0.0%,0.0%,0,0,0,3
22,0.0,[D@50ecde95,0.0%,0.0%,0.0%,0,0,0,3
23,0.0,[D@35a9782c,0.0%,0.0%,0.0%,0,0,0,3
24,0.0,[D@70a36a66,0.0%,0.0%,0.0%,0,0,0,3
25,0.0,[D@45815ffc,0.0%,0.0%,0.0%,0,0,0,3
26,0.0,[D@732f29af,0.0%,0.0%,0.0%,0,0,0,3
27,0.0,[D@d3957fe,0.0%,0.0%,0.0%,0,0,0,3
28,0.0,[D@6622fc65,0.0%,0.0%,0.0%,0,0,0,3
29,0.0,[D@299321e2,0.0%,0.0%,0.0%,0,0,0,3
30,0.0,[D@23fb172e,0.0%,0.0%,0.0%,0,0,0,3
31,0.0,[D@64ba3208,0.0%,0.0%,0.0%,0,0,0,3
32,0.0,[D@158a3b2e,0.0%,0.0%,0.0%,0,0,0,3
33,0.0,[D@25a6944c,0.0%,0.0%,0.0%,0,0,0,3
34,0.0,[D@5e1fa5b1,0.0%,0.0%,0.0%,0,0,0,3
35,0.0,[D@6b00f608,0.0%,0.0%,0.0%,0,0,0,3
36,0.0,[D@2f17e30d,0.0%,0.0%,0.0%,0,0,0,3
37,0.0,[D@3e821657,0.0%,0.0%,0.0%,0,0,0,3
38,0.0,[D@1d131e1b,0.0%,0.0%,0.0%,0,0,0,3
39,0.0,[D@71cf1b07,0.0%,0.0%,0.0%,0,0,0,3
40,0.0,[D@615091b8,0.0%,0.0%,0.0%,0,0,0,3
41,0.0,[D@4fce136b,0.0%,0.0%,0.0%,0,0,0,3
42,0.0,[D@4aa83f4f,0.0%,0.0%,0.0%,0,0,0,3
43,0.0,[D@43b6123e,0.0%,0.0%,0.0%,0,0,0,3
44,0.0,[D@260e86a1,0.0%,0.0%,0.0%,0,0,0,3
45,0.0,[D@19648c40,0.0%,0.0%,0.0%,0,0,0,3
46,0.0,[D@12bd8a64,0.0%,0.0%,0.0%,0,0,0,3
47,0.0,[D@61e94def,0.0%,0.0%,0.0%,0,0,0,3
48,0.0,[D@3300f4fd,0.0%,0.0%,0.0%,0,0,0,3
