Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.4248345580121714,36,36.0%,17,17.0%,19,NaN,0,0.0,3.060943051972525,11,100.0,1.979004213581981,6,100.0
2,0.3309969624015986,35,35.0%,15,15.0%,18,NaN,0,0.0,2.509019796047696,11,100.0,1.6018996559365797,4,0.0
3,0.24188107936535239,21,21.0%,12,12.0%,17,NaN,0,0.0,2.091889532960234,11,100.0,0.8173031517332254,1,0.0
4,0.28409569111688565,30,30.0%,12,12.0%,16,NaN,0,0.0,2.776681881763841,11,100.0,0.2142500980167187,1,0.0
5,0.27165922111507523,27,27.0%,10,10.0%,15,NaN,0,0.0,2.7165922111507523,10,100.0,0.0,0,0.0
6,0.19494272894023312,17,17.0%,11,11.0%,14,NaN,0,0.0,1.949427289402331,11,100.0,0.0,0,0.0
7,0.19919347080618696,8,8.0%,8,8.0%,12,NaN,0,0.0,2.2132607867354106,8,0.0,NaN,0,0.0
8,0.24959225377720082,24,24.0%,10,10.0%,12,NaN,0,0.0,2.77324726419112,10,100.0,NaN,0,0.0
9,0.20752746785515305,18,18.0%,9,9.0%,12,NaN,0,0.0,2.305860753946145,9,100.0,NaN,0,0.0
10,0.19114363184924002,11,11.0%,8,8.0%,12,NaN,0,0.0,2.1238181316582225,8,0.0,NaN,0,0.0
