Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,7
2,0,10,7
3,0,10,7
4,0,10,5
5,0,9,6
6,0,7,3
7,0,8,1
8,0,9,1
9,0,9,0
10,0,9,0
