Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.40380119817486215,34,34.0%,17,17.0%,18,NaN,0,0.0,2.6686331308355387,10,100.0,2.7270702733277274,7,100.0
2,0.49184843609996776,33,33.0%,17,17.0%,18,NaN,0,0.0,3.3427027303173946,10,100.0,3.1834198395233706,7,100.0
3,0.4572848385765375,45,45.0%,17,17.0%,18,NaN,0,0.0,3.3041053040073205,10,100.0,2.665256020264644,7,100.0
4,0.3270383645901162,18,18.0%,15,15.0%,18,NaN,0,0.0,1.9022255565450108,10,100.0,2.5973010750177545,5,0.0
5,0.41990279635449596,24,24.0%,15,15.0%,17,NaN,0,0.0,3.1884185253041393,9,100.0,2.7471552388360805,6,100.0
6,0.2832895757204082,28,28.000000000000004%,10,10.0%,17,NaN,0,0.0,2.629706060748949,7,0.0,1.2152181810082048,3,0.0
7,0.23203736590236013,19,19.0%,9,9.0%,16,NaN,0,0.0,2.6273592802859826,8,100.0,0.4369724695896301,1,0.0
8,0.21350191513594674,16,16.0%,10,10.0%,15,NaN,0,0.0,2.425599836206072,9,100.0,0.4863482059865243,1,0.0
9,0.27426200755806235,28,28.000000000000004%,9,9.0%,14,NaN,0,0.0,3.4282750944757794,9,100.0,0.0,0,0.0
10,0.2084620671852135,19,19.0%,9,9.0%,13,NaN,0,0.0,2.605775839815169,9,100.0,0.0,0,0.0
