Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.6918169129185836,86,86.0%,51,51.0%,53,NaN,0,0.0,3.535928854707591,30,100.0,3.1551912825315314,21,100.0
2,1.652631849990572,88,88.0%,54,54.0%,56,NaN,0,0.0,3.1664601521735016,33,100.0,3.0384999988665853,21,100.0
3,1.7494031569670663,87,87.0%,55,55.00000000000001%,56,NaN,0,0.0,3.358154043920865,34,100.0,3.206061612365903,21,100.0
4,1.716930276942244,89,89.0%,54,54.0%,56,NaN,0,0.0,3.3482876292493926,33,100.0,3.0599767964497238,21,100.0
5,1.7623216526936705,84,84.0%,55,55.00000000000001%,56,NaN,0,0.0,3.413600606984622,34,100.0,3.17916726194373,21,100.0
6,1.6924327890008535,89,89.0%,55,55.00000000000001%,56,NaN,0,0.0,3.0315286667309005,34,100.0,3.4601416448982816,21,100.0
7,1.7002606614778117,89,89.0%,54,54.0%,56,NaN,0,0.0,3.329729851446856,34,100.0,3.0072490525017446,20,100.0
8,1.6890736897497862,91,91.0%,54,54.0%,56,NaN,0,0.0,3.2227027455675086,34,100.0,3.1279089185625413,20,100.0
9,1.6625855098499625,92,92.0%,54,54.0%,56,NaN,0,0.0,3.2850739163991745,33,100.0,2.892555587191174,21,100.0
10,1.5625335342354172,89,89.0%,53,53.0%,56,NaN,0,0.0,3.0425445279359624,34,100.0,2.7924692000827473,19,0.0
