Iteration,Cheesecake,Profiterole,Mudcake
1,0,30,21
2,0,33,21
3,0,34,21
4,0,33,21
5,0,34,21
6,0,34,21
7,0,34,20
8,0,34,20
9,0,33,21
10,0,34,19
