Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.18752694690519373,14,14.000000000000002%,8,8.0%,18,NaN,0,0.0,2.0836327433910413,8,0.0,0.0,0,0.0
2,0.33171795236526164,26,26.0%,11,11.0%,17,NaN,0,0.0,2.9117641521285447,9,100.0,1.3931835734738525,2,0.0
3,0.3531457161294447,21,21.0%,12,12.0%,16,NaN,0,0.0,2.993800122160591,10,100.0,2.0925926283747867,2,0.0
4,0.2930188054325714,26,26.0%,11,11.0%,16,NaN,0,0.0,2.544525595855987,9,100.0,1.6002875451383145,2,0.0
5,0.3236985818881478,36,36.0%,12,12.0%,15,NaN,0,0.0,3.3245840669132285,10,100.0,0.8162005288652415,2,0.0
6,0.26971756916061745,30,30.0%,11,11.0%,14,NaN,0,0.0,2.9439229341483517,10,100.0,0.2382252543632909,1,0.0
7,0.19802626235470186,34,34.0%,10,10.0%,13,NaN,0,0.0,2.200291803941132,10,100.0,0.0,0,0.0
8,0.29458049740994297,34,34.0%,10,10.0%,12,NaN,0,0.0,3.2731166378882555,10,100.0,NaN,0,0.0
9,0.2202648499762402,14,14.000000000000002%,9,9.0%,12,NaN,0,0.0,2.4473872219582247,9,100.0,NaN,0,0.0
10,0.21261149509933502,15,15.0%,9,9.0%,12,NaN,0,0.0,2.362349945548167,9,100.0,NaN,0,0.0
