Iteration,Cheesecake,Profiterole,Mudcake
1,0,8,0
2,0,9,2
3,0,10,2
4,0,9,2
5,0,10,2
6,0,10,1
7,0,10,0
8,0,10,0
9,0,9,0
10,0,9,0
