Iteration,Vehicle_ID,X,Y,Utility,Capacity,Neighbours
80,0,471,500,4.929289321881345,0,0,3
80,1,535,739,4.776393202250022,0,0,3
80,2,469,554,4.888196601125011,0,0,2
80,3,274,473,4.8,0,0,2
80,4,575,261,4.664589803375032,0,0,2
80,5,685,608,4.745049024320361,0,0,2
80,6,441,482,4.858578643762691,0,0,2
80,7,403,472,4.9,0,0,2
80,8,579,488,4.85,0,0,2
80,9,520,539,4.730741759643275,0,0,2
80,10,458,425,4.888196601125011,0,0,2
80,11,479,324,4.888196601125011,0,0,3
80,12,368,541,4.9,0,0,3
80,13,447,540,4.95,0,0,3
80,14,632,486,4.858578643762691,0,0,2
80,15,630,380,4.8197224362268,0,0,2
80,16,599,486,4.8197224362268,0,0,3
80,17,684,581,4.929289321881345,0,0,3
80,18,662,439,4.75,0,0,2
80,19,425,500,4.708452405257734,0,0,3
80,20,490,640,4.929289321881345,0,0,2
80,21,488,670,4.708452405257734,0,0,3
80,22,570,334,4.8197224362268,0,0,2
80,23,503,556,4.8,0,0,3
80,24,470,364,4.929289321881345,0,0,2
80,25,549,646,4.95,0,0,2
80,26,461,591,4.841886116991581,0,0,3
80,27,350,652,4.699999999999999,0,0,3
80,28,380,301,4.646446609406726,0,0,2
80,29,655,437,4.929289321881345,0,0,3
80,30,442,375,4.85,0,0,2
80,31,571,512,4.793844718719117,0,0,2
80,32,386,295,4.3480797594797345,0,0,2
80,33,482,593,4.95,0,0,3
80,34,511,717,4.8197224362268,0,0,3
80,35,469,450,4.9,0,0,2
80,36,539,438,4.730741759643275,0,0,3
80,37,507,491,4.85,0,0,3
80,38,525,528,4.929289321881345,0,0,2
80,39,592,549,4.8197224362268,0,0,3
80,40,493,427,4.888196601125011,0,0,2
80,41,407,406,4.841886116991581,0,0,3
80,42,576,616,4.9,0,0,2
80,43,402,383,4.8,0,0,2
80,44,579,662,5.0,0,0,3
80,45,516,354,0.0,1,0,1
80,46,516,559,0.0,1,0,2
80,47,316,320,0.0,1,0,2
80,48,456,531,0.0,1,0,2
80,49,445,652,0.0,1,0,2
80,50,520,558,0.0,1,0,2
80,51,661,533,0.0,1,0,2
80,52,349,466,0.0,1,0,2
80,53,518,577,0.0,1,0,2
80,54,408,535,0.0,1,0,2
80,55,518,595,0.0,1,0,2
80,56,428,842,0.0,1,0,2
80,57,737,505,0.0,1,0,2
80,58,677,577,0.0,1,0,2
80,59,502,451,0.0,1,0,2
80,60,576,169,0.0,1,0,2
80,61,685,363,0.0,1,0,2
80,62,619,383,0.0,1,0,2
80,63,416,507,0.0,1,0,2
80,64,500,524,0.0,1,0,2
80,65,550,449,0.0,1,0,2
80,66,509,498,0.0,1,0,2
80,67,375,456,0.0,1,0,2
80,68,322,422,0.0,1,0,2
80,69,281,791,0.0,1,0,2
80,70,523,454,0.0,1,0,2
80,71,303,410,0.0,1,0,2
80,72,805,316,0.0,1,0,2
80,73,267,94,0.0,1,0,2
80,74,208,530,0.0,1,0,2
80,75,459,150,0.0,1,0,2
80,76,481,577,0.0,1,0,2
80,77,301,435,0.0,1,0,2
80,78,438,458,0.0,1,0,2
80,79,383,639,0.0,1,0,2
80,80,588,489,0.0,1,0,2
80,81,643,610,0.0,1,0,2
80,82,663,409,0.0,1,0,2
80,83,449,487,0.0,1,0,2
80,84,705,498,0.0,1,0,2
80,85,430,607,0.0,1,0,2
80,86,562,390,0.0,1,0,2
80,87,567,336,0.0,1,0,2
80,88,276,558,0.0,1,0,2
80,89,593,539,0.0,1,0,2
80,90,448,392,0.0,1,0,2
80,91,706,454,0.0,1,0,2
80,92,645,285,0.0,1,0,2
80,93,582,439,0.0,1,0,2
80,94,615,412,0.0,1,0,2
80,95,583,705,0.0,1,0,2
80,96,439,572,0.0,1,0,2
80,97,474,436,0.0,1,0,2
80,98,290,693,0.0,1,0,2
80,99,634,659,0.0,1,0,2
80,100,720,602,0.0,1,0,2
80,101,380,554,0.0,1,0,2
80,102,348,545,0.0,1,0,2
80,103,704,428,0.0,1,0,2
80,104,250,723,0.0,1,0,2
80,105,464,290,0.0,1,0,2
80,106,376,686,0.0,1,0,2
80,107,584,412,0.0,1,0,2
80,108,582,573,0.0,1,0,2
80,109,422,395,0.0,1,0,2
80,110,355,465,0.0,1,0,2
80,111,467,369,0.0,1,0,2
80,112,555,379,0.0,1,0,2
80,113,282,405,0.0,1,0,2
80,114,768,493,0.0,1,0,3
80,115,484,633,0.0,1,0,3
80,116,596,545,0.0,1,0,3
80,117,457,355,0.0,1,0,3
80,118,174,678,0.0,1,0,3
80,119,529,521,0.0,1,0,3
80,120,312,775,0.0,1,0,3
80,121,427,523,0.0,1,0,3
80,122,499,484,0.0,1,0,3
80,123,526,555,0.0,1,0,3
80,124,527,293,0.0,1,0,3
80,125,501,427,0.0,1,0,3
80,126,492,393,0.0,1,0,3
80,127,441,528,0.0,1,0,3
80,128,477,630,0.0,1,0,3
80,129,401,586,0.0,1,0,3
80,130,479,641,0.0,1,0,3
80,131,402,544,0.0,1,0,3
80,132,369,454,0.0,1,0,3
80,133,358,310,0.0,1,0,3
80,134,475,567,0.0,1,0,3
80,135,472,607,0.0,1,0,3
80,136,664,220,0.0,1,0,3
80,137,379,514,0.0,1,0,3
80,138,422,480,0.0,1,0,3
80,139,349,491,0.0,1,0,3
80,140,526,639,0.0,1,0,3
80,141,576,659,0.0,1,0,3
80,142,557,516,0.0,1,0,3
80,143,543,474,0.0,1,0,3
80,144,554,604,0.0,1,0,3
80,145,488,446,0.0,1,0,3
80,146,526,285,0.0,1,0,3
80,147,654,510,0.0,1,0,3
80,148,433,433,0.0,1,0,3
80,149,563,316,0.0,1,0,3
80,150,451,530,0.0,1,0,3
80,151,506,553,0.0,1,0,3
80,152,298,525,0.0,1,0,3
80,153,574,471,0.0,1,0,3
80,154,596,593,0.0,1,0,3
80,155,494,511,0.0,1,0,3
80,156,486,501,0.0,1,0,3
80,157,404,513,0.0,1,0,3
80,158,465,253,0.0,1,0,3
80,159,345,431,0.0,1,0,3
80,160,312,470,0.0,1,0,3
80,161,823,398,0.0,1,0,3
80,162,568,707,0.0,1,0,3
80,163,478,738,0.0,1,0,3
80,164,336,430,0.0,1,0,3
80,165,489,684,0.0,1,0,3
80,166,531,527,0.0,1,0,3
80,167,453,430,0.0,1,0,3
80,168,362,463,0.0,1,0,3
80,169,328,372,0.0,1,0,3
80,170,465,579,0.0,1,0,3
80,171,551,326,0.0,1,0,3
80,172,531,411,0.0,1,0,3
80,173,631,500,0.0,1,0,3
80,174,387,560,0.0,1,0,3
80,175,500,461,0.0,1,0,3
80,176,356,726,0.0,1,0,3
80,177,714,463,0.0,1,0,3
80,178,629,348,0.0,1,0,3
80,179,705,454,0.0,1,0,3
80,180,481,728,0.0,1,0,3
80,181,313,493,0.0,1,0,3

