Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.7480971940688006,12,24.0%,12,24.0%,53,NaN,0,0.0,0.8556020687661915,8,0.0,0.5868398820227143,4,0.0
2,0.7773361831517827,12,24.0%,12,24.0%,48,NaN,0,0.0,0.8188710220680704,7,0.0,0.9309606423195126,5,0.0
3,0.6793264395225159,12,24.0%,12,24.0%,43,NaN,0,0.0,0.9894814326112961,8,0.0,0.6386729745909183,4,0.0
4,0.4096379814147691,9,18.0%,8,16.0%,38,NaN,0,0.0,0.6495684148712487,6,0.0,0.48864016846015923,2,0.0
5,0.29350741005159536,6,12.0%,6,12.0%,33,NaN,0,0.0,0.4012676890549484,4,0.0,0.6210460082992247,2,0.0
6,0.32588251261206613,6,12.0%,6,12.0%,29,NaN,0,0.0,0.721510480009496,4,0.0,0.4749957950451371,2,0.0
7,0.2090371420676137,5,10.0%,5,10.0%,26,NaN,0,0.0,0.6048024542888291,4,0.0,0.22051363814856442,1,0.0
8,0.11448293575063338,2,4.0%,2,4.0%,23,NaN,0,0.0,0.4770122322943058,2,0.0,0.0,0,0.0
9,0.05117377753706519,1,2.0%,1,2.0%,20,NaN,0,0.0,0.25586888768532595,1,0.0,0.0,0,0.0
10,0.05617078599837775,1,2.0%,1,2.0%,18,NaN,0,0.0,0.3120599222132097,1,0.0,0.0,0,0.0
