Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.4496412738133926,84,84.0%,51,51.0%,53,NaN,0,0.0,3.0401146227117097,31,100.0,2.6880344349993983,20,100.0
2,1.6493791140707337,87,87.0%,52,52.0%,53,NaN,0,0.0,3.416401432475643,31,100.0,3.122293421640204,21,100.0
3,1.7944372673001932,82,82.0%,51,51.0%,53,NaN,0,0.0,4.021319972535069,31,100.0,2.9402063776983645,20,100.0
4,1.4564892859328697,82,82.0%,52,52.0%,56,NaN,0,0.0,2.6179213044675307,32,0.0,2.962876277292924,20,100.0
5,1.5562066055296453,87,87.0%,55,55.00000000000001%,56,NaN,0,0.0,3.180262431546156,34,100.0,2.53360001559707,21,100.0
6,1.5701966230722286,87,87.0%,54,54.0%,56,NaN,0,0.0,3.1156874847831117,33,100.0,2.7100987654690085,21,100.0
7,1.6369745071303534,86,86.0%,55,55.00000000000001%,56,NaN,0,0.0,3.1224543466654255,34,100.0,3.0328228636538133,21,100.0
8,1.610635968136032,87,87.0%,55,55.00000000000001%,56,NaN,0,0.0,3.0827495263436604,34,100.0,2.9666431222131218,21,100.0
9,1.6908148649148729,88,88.0%,54,54.0%,56,NaN,0,0.0,3.227680441145862,34,100.0,3.1284015966836947,20,100.0
10,1.6761119313740032,84,84.0%,54,54.0%,56,NaN,0,0.0,3.1494086142581637,34,100.0,3.1840354433440443,20,100.0
