Iteration,Cheesecake,Profiterole,Mudcake
1,0,9,3
2,0,9,2
3,0,10,3
4,0,11,3
5,0,11,3
6,0,6,3
7,0,3,2
8,0,2,1
9,0,1,1
10,0,6,1
