Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.8607996322339605,12,24.0%,12,24.0%,53,NaN,0,0.0,1.0976765983376373,9,0.0,0.5054841830784454,3,0.0
2,0.6157003816181199,12,24.0%,11,22.0%,48,NaN,0,0.0,0.9470281582484416,9,0.0,0.28973660045544847,2,0.0
3,0.659831242534661,14,28.000000000000004%,13,26.0%,43,NaN,0,0.0,0.9610518052717776,10,0.0,0.6203949250131494,3,0.0
4,0.7340555644108356,14,28.000000000000004%,14,28.000000000000004%,38,NaN,0,0.0,1.426399044521061,11,0.0,0.482028448971393,3,0.0
5,0.7209173489137553,15,30.0%,14,28.000000000000004%,33,NaN,0,0.0,1.4262847088576227,11,0.0,0.8643952238542126,3,0.0
6,0.39859528959709256,9,18.0%,9,18.0%,29,NaN,0,0.0,0.8589574723289151,6,0.0,0.6186444922591987,3,0.0
7,0.1910051905606586,6,12.0%,5,10.0%,26,NaN,0,0.0,0.4482278353632728,3,0.0,0.36389664810523453,2,0.0
8,0.1412437338240973,3,6.0%,3,6.0%,23,NaN,0,0.0,0.3223688231686424,2,0.0,0.39922010164764443,1,0.0
9,0.13289610820883332,2,4.0%,2,4.0%,20,NaN,0,0.0,0.4243362702478922,1,0.0,0.34306324399467764,1,0.0
10,0.3256572485113579,7,14.000000000000002%,7,14.000000000000002%,18,NaN,0,0.0,1.7410227628289061,6,0.0,0.10227626001795637,1,0.0
