Iteration,Cheesecake,Profiterole,Mudcake
1,0,30,19
2,0,31,21
3,0,29,21
4,0,31,21
5,0,29,20
6,0,31,21
7,0,31,21
8,0,31,20
9,0,31,20
10,0,31,21
