Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,0.0,[D@67205a84,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
2,0.0,[D@7d0587f1,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
3,0.0,[D@5d76b067,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
4,0.0,[D@2a17b7b6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
5,0.0,[D@4f063c0a,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
6,0.0,[D@1e6d1014,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
7,0.0,[D@76707e36,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
8,0.0,[D@614ddd49,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
9,0.0,[D@1f554b06,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
10,0.0,[D@694e1548,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
11,0.0,[D@1c3a4799,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
12,0.0,[D@131276c2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
13,0.0,[D@26aa12dd,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
14,0.0,[D@3fd7a715,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
15,0.0,[D@711f39f9,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
16,0.0,[D@71bbf57e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
17,0.0,[D@7f13d6e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
18,0.0,[D@51cdd8a,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
19,0.0,[D@d44fc21,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
20,0.0,[D@23faf8f2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
21,0.0,[D@2d6eabae,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
22,0.0,[D@4e7dc304,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
23,0.0,[D@64729b1e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
