Iteration,Cheesecake,Profiterole,Mucake
1,0,14,8
2,0,18,12
3,0,21,14
4,0,21,14
5,0,21,14
6,0,22,14
7,0,22,14
8,0,22,14
9,0,22,14
10,0,22,14
11,0,22,15
12,0,23,15
13,0,23,15
14,0,23,15
15,0,23,15
16,0,23,15
17,0,23,15
18,0,23,15
19,0,23,16
20,0,23,16
21,0,23,16
22,0,23,16
23,0,23,16
24,0,23,16
25,0,23,16
26,0,23,16
27,0,23,16
28,0,24,16
29,0,24,16
30,0,24,16
31,0,24,16
32,0,24,16
33,0,24,16
34,0,24,16
35,0,24,16
36,0,24,16
37,0,24,16
38,0,24,16
39,0,24,16
40,0,25,16
41,0,25,16
42,0,25,16
43,0,25,16
44,0,25,16
45,0,25,16
46,0,25,16
47,0,25,16
48,0,25,16
49,0,25,16
50,0,25,16
51,0,25,16
52,0,25,16
53,0,25,16
54,0,25,16
55,0,25,16
56,0,25,16
57,0,25,16
58,0,25,16
59,0,25,16
60,0,25,16
61,0,25,16
62,0,25,16
63,0,25,16
64,0,25,16
65,0,25,16
66,0,25,16
67,0,25,16
68,0,25,16
69,0,25,16
70,0,25,16
71,0,25,16
72,0,25,16
73,0,25,16
74,0,25,16
75,0,25,16
76,0,25,16
77,0,25,16
78,0,25,16
79,0,25,16
80,0,25,16
81,0,25,16
82,0,25,16
83,0,25,16
84,0,25,16
85,0,25,16
86,0,25,16
87,0,25,16
88,0,25,16
89,0,25,16
90,0,25,16
91,0,25,16
92,0,25,16
93,0,25,16
94,0,25,16
95,0,25,16
96,0,25,16
97,0,25,16
98,0,25,16
99,0,25,16
100,0,25,16
