Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.689459824820964,[D@36f48b4,92.0%,92.0%,30.87248322147651%,46,46,46,149
2,3.887396134162509,[D@5c00384f,92.0%,92.0%,25.69832402234637%,46,46,46,179
3,4.067290394185087,[D@3b7ff809,94.0%,94.0%,28.484848484848484%,47,47,47,165
4,4.168894913847365,[D@1bb564e2,94.0%,94.0%,28.313253012048197%,47,47,47,166
5,4.230695222417872,[D@62e6b5c8,94.0%,94.0%,28.313253012048197%,47,47,47,166
6,4.2811800940191125,[D@3f792b9b,94.0%,94.0%,28.313253012048197%,47,47,47,166
7,4.305869435221413,[D@7b8233cd,94.0%,94.0%,28.313253012048197%,47,47,47,166
8,4.347572570688068,[D@4b20ca2b,94.0%,94.0%,28.313253012048197%,47,47,47,166
9,4.3497679407150915,[D@1cbf6e72,94.0%,94.0%,28.313253012048197%,47,47,47,166
10,4.433755769655473,[D@6aecbb8d,96.0%,96.0%,27.27272727272727%,48,48,48,176
11,4.499995383935863,[D@1af146,98.0%,98.0%,27.683615819209038%,49,49,49,177
12,4.51424433254281,[D@4da602fc,98.0%,98.0%,27.52808988764045%,49,49,49,178
13,4.578315539364301,[D@2a8d39c4,98.0%,98.0%,27.52808988764045%,49,49,49,178
14,4.584739548444068,[D@25b2cfcb,98.0%,98.0%,27.52808988764045%,49,49,49,178
15,4.5851339971686045,[D@72758afa,98.0%,98.0%,27.52808988764045%,49,49,49,178
16,4.593053009639554,[D@fb9c7aa,98.0%,98.0%,25.789473684210527%,49,49,49,190
17,4.595623452214711,[D@4c398c80,98.0%,98.0%,25.789473684210527%,49,49,49,190
18,4.598767077251652,[D@7fc6de5b,98.0%,98.0%,25.789473684210527%,49,49,49,190
19,4.610704939289733,[D@21baa903,98.0%,98.0%,25.789473684210527%,49,49,49,190
20,4.6144688713122335,[D@607fbe09,98.0%,98.0%,25.789473684210527%,49,49,49,190
21,4.618192149840276,[D@60a2630a,98.0%,98.0%,25.789473684210527%,49,49,49,190
22,4.63793175094899,[D@29df4d43,98.0%,98.0%,25.789473684210527%,49,49,49,190
23,4.64355396380657,[D@5dd91bca,98.0%,98.0%,25.789473684210527%,49,49,49,190
24,4.651959367305377,[D@40cb698e,98.0%,98.0%,25.789473684210527%,49,49,49,190
25,4.651959367305377,[D@3382f8ae,98.0%,98.0%,25.789473684210527%,49,49,49,190
26,4.660197801241298,[D@60641ec8,98.0%,98.0%,25.789473684210527%,49,49,49,190
27,4.670277058431342,[D@75f65e45,98.0%,98.0%,25.789473684210527%,49,49,49,190
28,4.684303115568136,[D@6eeade6c,98.0%,98.0%,25.789473684210527%,49,49,49,190
29,4.690309153556464,[D@4a891c97,98.0%,98.0%,25.789473684210527%,49,49,49,190
30,4.692224563126758,[D@a5bd950,98.0%,98.0%,25.789473684210527%,49,49,49,190
31,4.692408516629695,[D@4d18aa28,98.0%,98.0%,25.789473684210527%,49,49,49,190
32,4.692408516629695,[D@75390459,98.0%,98.0%,25.789473684210527%,49,49,49,190
33,4.697285411004078,[D@7756c3cd,98.0%,98.0%,25.789473684210527%,49,49,49,190
34,4.700935004191322,[D@2313052e,98.0%,98.0%,25.789473684210527%,49,49,49,190
35,4.701986066458177,[D@2bd2b28e,98.0%,98.0%,25.789473684210527%,49,49,49,190
36,4.703690373477545,[D@16746061,98.0%,98.0%,25.789473684210527%,49,49,49,190
37,4.713914800910945,[D@57fd91c9,98.0%,98.0%,25.789473684210527%,49,49,49,190
38,4.716977058659243,[D@6cfcd46d,98.0%,98.0%,25.789473684210527%,49,49,49,190
39,4.71756284509687,[D@52045dbe,98.0%,98.0%,25.789473684210527%,49,49,49,190
40,4.71756284509687,[D@674658f7,98.0%,98.0%,25.789473684210527%,49,49,49,190
41,4.72256284509687,[D@5c8eee0f,98.0%,98.0%,25.789473684210527%,49,49,49,190
