Iteration,Cheesecake,Profiterole,Mucake
1,0,23,23
2,0,26,24
3,0,28,22
4,0,27,23
5,1,28,21
6,1,26,23
7,1,24,25
8,1,24,25
9,1,21,28
10,1,24,25
11,1,24,25
12,0,26,24
13,0,24,26
14,1,24,25
15,1,24,25
16,1,24,25
17,1,24,25
18,1,23,26
19,1,24,25
20,1,24,25
21,1,24,25
22,1,26,23
23,1,26,23
24,1,27,22
25,1,27,22
26,1,30,19
27,1,31,18
28,1,30,19
29,2,29,19
30,1,29,20
31,1,29,20
32,1,28,21
33,1,26,23
34,1,25,24
35,1,25,24
36,1,25,24
37,1,25,24
38,1,25,24
39,1,25,24
40,1,25,24
41,1,25,24
42,1,25,24
43,1,25,24
44,1,24,25
45,1,24,25
46,1,23,26
47,1,23,26
48,1,22,27
49,1,20,29
50,1,22,27
51,1,23,26
52,1,24,25
53,1,24,25
54,1,24,25
55,1,23,26
56,1,24,25
57,1,24,25
58,1,24,25
59,1,24,25
60,1,24,25
61,1,24,25
62,1,25,24
63,1,26,23
64,1,27,22
65,1,27,22
66,1,26,23
67,1,26,23
68,1,26,23
69,1,26,23
70,1,26,23
71,1,26,23
72,1,26,23
73,1,26,23
74,1,26,23
75,1,26,23
76,1,26,23
77,1,25,24
78,1,23,26
79,1,22,27
80,1,22,27
81,1,21,28
82,1,21,28
83,1,21,28
84,2,21,27
85,2,21,27
86,2,21,27
87,2,21,27
88,2,21,27
89,2,21,27
90,2,21,27
91,2,21,27
92,2,22,26
93,2,22,26
94,2,22,26
95,2,22,26
96,2,22,26
97,2,22,26
98,2,23,25
99,2,23,25
100,2,23,25
