Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.39111276692034314,32,32.0%,16,16.0%,18,NaN,0,0.0,2.7182781611580142,10,100.0,2.44112887360203,6,100.0
2,0.329142174070879,21,21.0%,13,13.0%,18,NaN,0,0.0,2.533770913335004,9,100.0,1.685046531178809,4,0.0
3,0.3290017508120017,39,39.0%,14,14.000000000000002%,17,NaN,0,0.0,2.376502532059546,10,100.0,2.3023304585328517,4,0.0
4,0.28654363155003604,19,19.0%,12,12.0%,17,NaN,0,0.0,2.1977652991978363,9,100.0,1.7748950924446152,3,0.0
5,0.24683137812322317,32,32.0%,13,13.0%,16,NaN,0,0.0,2.4397598568898453,10,100.0,0.6813247750784273,3,0.0
6,0.24440065516806297,19,19.0%,10,10.0%,15,NaN,0,0.0,2.7155628352006995,10,100.0,0.0,0,0.0
7,0.2711061170115109,19,19.0%,10,10.0%,14,NaN,0,0.0,3.0122901890167877,10,100.0,0.0,0,0.0
8,0.33055217364497175,31,31.0%,10,10.0%,13,NaN,0,0.0,3.6728019293885747,10,100.0,0.0,0,0.0
9,0.2220717724659348,18,18.0%,9,9.0%,12,NaN,0,0.0,2.4674641385103864,9,100.0,NaN,0,0.0
10,0.2715696771890996,23,23.0%,10,10.0%,12,NaN,0,0.0,3.017440857656662,10,100.0,NaN,0,0.0
