Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,6
2,0,9,4
3,0,10,4
4,0,9,3
5,0,10,3
6,0,10,0
7,0,10,0
8,0,10,0
9,0,9,0
10,0,10,0
