Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.4271718454143319,42,42.0%,16,16.0%,18,NaN,0,0.0,2.9332099728642587,10,100.0,2.7197157976091444,6,100.0
2,0.445867293393632,51,51.0%,17,17.0%,18,NaN,0,0.0,3.4168446306322044,10,100.0,2.305854610612226,7,100.0
3,0.4020603992970589,37,37.0%,17,17.0%,18,NaN,0,0.0,2.661486893247016,10,100.0,2.7087763150804576,7,100.0
4,0.3857232081243726,39,39.0%,14,14.000000000000002%,18,NaN,0,0.0,3.1285504745337955,10,100.0,1.7358944236055172,4,0.0
5,0.3711230384918216,39,39.0%,15,15.0%,17,NaN,0,0.0,2.170057707634228,9,100.0,3.516356896094822,6,100.0
6,0.38621594149054744,37,37.0%,15,15.0%,17,NaN,0,0.0,2.1569844889659495,9,100.0,3.8417467496722404,6,100.0
7,0.2187503807782456,12,12.0%,10,10.0%,17,NaN,0,0.0,1.4930699829977316,6,0.0,1.687481646168995,4,0.0
8,0.15281220437468293,17,17.0%,10,10.0%,15,NaN,0,0.0,1.5341779804422842,8,100.0,0.751949148482505,2,0.0
9,0.3090983663705268,35,35.0%,9,9.0%,13,NaN,0,0.0,3.9959127785516446,8,100.0,0.9794823957303898,1,0.0
10,0.1707483548035087,12,12.0%,8,8.0%,12,NaN,0,0.0,2.2962711243516902,7,100.0,0.500468804944519,1,0.0
