Iteration,Cheesecake,Profiterole,Mucake
1,1,22,18
2,0,19,26
3,0,21,25
4,1,23,23
5,0,26,22
6,1,20,27
7,1,19,28
8,1,20,27
9,1,20,27
10,1,20,27
11,1,19,28
12,1,21,26
13,1,21,26
14,1,22,25
15,1,23,24
16,1,23,25
17,1,21,27
18,1,23,25
19,1,23,25
20,1,24,24
21,1,24,24
22,1,24,24
23,0,21,28
24,0,22,27
25,0,21,28
26,0,21,28
27,0,21,28
28,0,22,27
29,0,21,28
30,0,21,28
31,0,21,28
32,0,22,27
33,0,23,26
34,0,23,26
35,0,23,26
36,0,24,25
37,0,24,25
38,0,23,26
39,0,23,26
40,0,22,27
41,0,22,27
42,0,22,27
43,0,21,28
44,0,21,28
45,0,21,28
46,0,22,27
47,0,23,26
48,0,23,26
49,0,24,25
50,0,24,25
51,0,24,25
52,0,24,25
53,0,24,25
54,0,24,25
55,0,24,25
56,0,24,25
57,0,24,25
58,0,24,25
59,0,24,25
60,0,24,25
61,0,25,24
62,0,25,24
63,0,25,24
64,0,26,23
65,0,26,23
66,0,26,23
67,0,26,23
68,0,27,22
69,0,28,21
70,0,30,19
71,0,30,19
72,0,29,20
73,0,29,20
74,0,29,20
75,0,28,21
76,0,27,22
77,0,27,22
78,0,27,22
79,0,26,23
80,0,25,24
81,0,25,24
82,0,25,24
83,0,25,24
84,0,26,23
85,0,26,23
86,0,26,23
87,0,26,23
88,0,26,23
89,0,26,23
90,0,26,23
91,0,26,23
92,0,26,23
93,0,26,23
94,0,26,23
95,0,26,23
96,0,25,24
97,0,25,24
98,0,25,24
99,0,25,24
100,0,24,25
