Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.545995152346758,[D@629ae7e,90.0%,90.0%,32.37410071942446%,45,45,45,139
2,4.072510546047308,[D@1d25c1c,98.0%,98.0%,28.823529411764703%,49,49,49,170
3,4.27778714658291,[D@de88ac6,98.0%,98.0%,28.32369942196532%,49,49,49,173
4,4.326687833214256,[D@5bca7664,98.0%,98.0%,28.160919540229884%,49,49,49,174
5,4.486565866123033,[D@105b693d,100.0%,100.0%,28.735632183908045%,50,50,50,174
6,4.523198402385217,[D@3fae596,100.0%,100.0%,28.57142857142857%,50,50,50,175
7,4.54877523237213,[D@4a0df195,100.0%,100.0%,28.57142857142857%,50,50,50,175
8,4.575080386392777,[D@42fcc7e6,100.0%,100.0%,28.57142857142857%,50,50,50,175
9,4.5992173983289035,[D@9255c05,100.0%,100.0%,28.57142857142857%,50,50,50,175
10,4.618510414128065,[D@5da7cee2,100.0%,100.0%,28.57142857142857%,50,50,50,175
11,4.655533668692311,[D@78830d9a,100.0%,100.0%,28.57142857142857%,50,50,50,175
12,4.697011710098965,[D@5ce4369b,100.0%,100.0%,28.57142857142857%,50,50,50,175
13,4.705565628676195,[D@7f829c76,100.0%,100.0%,28.57142857142857%,50,50,50,175
14,4.72847466755486,[D@1cb19dba,100.0%,100.0%,26.737967914438503%,50,50,50,187
15,4.734016574574234,[D@7c3ebc6b,100.0%,100.0%,26.737967914438503%,50,50,50,187
16,4.742247418900483,[D@1931d99,100.0%,100.0%,26.737967914438503%,50,50,50,187
17,4.766702682874844,[D@6a9950f1,100.0%,100.0%,26.737967914438503%,50,50,50,187
18,4.768466614897344,[D@7ad54c55,100.0%,100.0%,26.737967914438503%,50,50,50,187
19,4.768466614897344,[D@73017a80,100.0%,100.0%,26.737967914438503%,50,50,50,187
20,4.782421862211022,[D@6ae7deac,100.0%,100.0%,25.125628140703515%,50,50,50,199
21,4.789038862604517,[D@4a5905d9,100.0%,100.0%,25.125628140703515%,50,50,50,199
22,4.790595046684107,[D@1a3e5f23,100.0%,100.0%,25.125628140703515%,50,50,50,199
23,4.790595046684107,[D@6293e39e,100.0%,100.0%,25.125628140703515%,50,50,50,199
