Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,2.2324125862738744,[D@1460c81d,60.0%,60.0%,23.25581395348837%,30,30,30,129
2,2.9020051506986415,[D@38b5f25,74.0%,74.0%,25.874125874125873%,37,37,37,143
3,3.0680895900515424,[D@327ed9f5,74.0%,74.0%,24.666666666666668%,37,37,37,150
4,3.3713244263166358,[D@67594471,80.0%,80.0%,26.31578947368421%,40,40,40,152
5,3.553479487680186,[D@756b58a7,82.0%,82.0%,26.451612903225808%,41,41,41,155
6,3.6093752328275657,[D@2cc04358,82.0%,82.0%,26.282051282051285%,41,41,41,156
7,3.6656450665781692,[D@68b58644,82.0%,82.0%,26.282051282051285%,41,41,41,156
8,3.69910726721268,[D@45e22def,82.0%,82.0%,26.282051282051285%,41,41,41,156
9,3.7323396195036156,[D@6ae3fb94,82.0%,82.0%,26.282051282051285%,41,41,41,156
10,3.757237280117993,[D@4417af13,82.0%,82.0%,26.282051282051285%,41,41,41,156
11,3.7674351924039415,[D@d48673,82.0%,82.0%,26.282051282051285%,41,41,41,156
12,3.84883051377347,[D@548d5ed3,84.0%,84.0%,26.923076923076923%,42,42,42,156
13,3.8612360303019138,[D@21c7208d,84.0%,84.0%,26.751592356687897%,42,42,42,157
14,3.8832600181481705,[D@58516c91,84.0%,84.0%,26.751592356687897%,42,42,42,157
15,3.888551285662666,[D@7c129ef6,84.0%,84.0%,26.751592356687897%,42,42,42,157
16,3.8887352391656025,[D@42d73c61,84.0%,84.0%,26.751592356687897%,42,42,42,157
17,3.8887352391656025,[D@5a8cbffe,84.0%,84.0%,26.751592356687897%,42,42,42,157
18,3.896487847907596,[D@96a75da,84.0%,84.0%,26.751592356687897%,42,42,42,157
19,3.896487847907596,[D@61e7bf2f,84.0%,84.0%,26.751592356687897%,42,42,42,157
20,3.905357483425794,[D@1a28b346,84.0%,84.0%,26.751592356687897%,42,42,42,157
21,3.9069432698634206,[D@25e49cb2,84.0%,84.0%,26.751592356687897%,42,42,42,157
22,3.9292217158279756,[D@7f7af971,84.0%,84.0%,26.751592356687897%,42,42,42,157
23,3.9381010327465993,[D@23382f76,84.0%,84.0%,26.751592356687897%,42,42,42,157
24,3.9538498581734154,[D@7c551ad4,84.0%,84.0%,26.751592356687897%,42,42,42,157
25,3.956597886859916,[D@7d5508e0,84.0%,84.0%,26.751592356687897%,42,42,42,157
26,3.956597886859916,[D@554cd74a,84.0%,84.0%,26.751592356687897%,42,42,42,157
27,3.958733668138803,[D@37ed010a,84.0%,84.0%,25.149700598802394%,42,42,42,167
28,3.958733668138803,[D@633a2e99,84.0%,84.0%,25.149700598802394%,42,42,42,167
29,3.9722999195775843,[D@367d2816,84.0%,84.0%,25.149700598802394%,42,42,42,167
30,3.9763826821078827,[D@5b84f14,84.0%,84.0%,25.149700598802394%,42,42,42,167
31,3.9850428969108065,[D@5a82ebf8,84.0%,84.0%,25.149700598802394%,42,42,42,167
32,3.985820021061524,[D@68fe48d7,84.0%,84.0%,25.149700598802394%,42,42,42,167
33,3.9936879778619447,[D@379ce046,84.0%,84.0%,25.149700598802394%,42,42,42,167
34,4.000762694794591,[D@701bc94e,84.0%,84.0%,25.149700598802394%,42,42,42,167
35,4.066762694794591,[D@3d8b319e,86.0%,86.0%,25.748502994011975%,43,43,43,167
36,4.068844609427808,[D@27a97e08,86.0%,86.0%,25.595238095238095%,43,43,43,168
37,4.068844609427808,[D@77e7246b,86.0%,86.0%,25.595238095238095%,43,43,43,168
38,4.076904171591296,[D@5918c260,86.0%,86.0%,25.595238095238095%,43,43,43,168
39,4.0789041715912955,[D@3d7b1f1c,86.0%,86.0%,25.595238095238095%,43,43,43,168
40,4.0789041715912955,[D@51ce6f85,86.0%,86.0%,25.595238095238095%,43,43,43,168
41,4.0789041715912955,[D@1f44ddab,86.0%,86.0%,25.595238095238095%,43,43,43,168
42,4.0789041715912955,[D@5017e1,86.0%,86.0%,25.595238095238095%,43,43,43,168
43,4.085368563262428,[D@65b66b08,86.0%,86.0%,25.595238095238095%,43,43,43,168
44,4.097345847716883,[D@4726927c,86.0%,86.0%,25.595238095238095%,43,43,43,168
45,4.110540851415603,[D@7eb6b6b6,86.0%,86.0%,25.595238095238095%,43,43,43,168
46,4.187435337101154,[D@7ed9499e,88.0%,88.0%,26.190476190476193%,44,44,44,168
47,4.1879382357195825,[D@28e19366,88.0%,88.0%,26.035502958579883%,44,44,44,169
48,4.1879382357195825,[D@5b275174,88.0%,88.0%,26.035502958579883%,44,44,44,169
49,4.1879382357195825,[D@10ef5fa0,88.0%,88.0%,26.035502958579883%,44,44,44,169
