Iteration,Cheesecake,Profiterole,Mudcake
1,0,31,21
2,0,31,20
3,0,31,20
4,0,31,21
5,0,34,20
6,0,34,21
7,0,34,20
8,0,37,21
9,0,37,21
10,0,37,21
