Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.676973364960434,88,88.0%,52,52.0%,53,NaN,0,0.0,3.382860359023154,31,100.0,3.310576286267442,21,100.0
2,1.4076330528226928,92,92.0%,51,51.0%,53,NaN,0,0.0,2.8619915768422417,31,100.0,2.7451778988501028,20,100.0
3,1.4548949814335612,93,93.0%,51,51.0%,53,NaN,0,0.0,3.196041081458407,31,100.0,2.480413284980196,20,100.0
4,1.4802041108866615,90,90.0%,52,52.0%,53,NaN,0,0.0,3.511419127949351,31,100.0,2.1338918625092806,21,100.0
5,1.4573373197693131,92,92.0%,54,54.0%,56,NaN,0,0.0,2.9265542916907297,34,100.0,2.457872017556863,20,100.0
6,1.6728836721525269,94,94.0%,55,55.00000000000001%,56,NaN,0,0.0,3.257081011054575,34,100.0,2.990234692522587,21,100.0
7,1.7180994892111086,93,93.0%,54,54.0%,56,NaN,0,0.0,3.7736326983957937,34,100.0,2.3640034937024788,20,100.0
8,1.7489180184805049,94,94.0%,58,57.99999999999999%,59,NaN,0,0.0,3.289005189193949,37,100.0,2.824380751853417,21,100.0
9,1.7729028201865287,89,89.0%,58,57.99999999999999%,59,NaN,0,0.0,3.3230604392469676,37,100.0,2.8830053102881013,21,100.0
10,1.6525483646135601,86,86.0%,58,57.99999999999999%,59,NaN,0,0.0,3.230622532198595,37,100.0,2.447621265110329,21,100.0
