Iteration,Cheesecake,Profiterole,Mudcake
1,0,12,9
2,0,13,7
3,0,12,9
4,0,13,9
5,0,12,8
6,0,12,9
7,0,13,8
8,0,13,9
9,0,13,9
10,0,13,8
