Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.6552070338455759,50,50.0%,21,21.0%,23,NaN,0,0.0,3.299080343813058,12,100.0,3.2414674073501137,9,100.0
2,0.569604831988476,54,54.0%,20,20.0%,23,NaN,0,0.0,3.153144748485921,13,100.0,2.3903432771270694,7,0.0
3,0.5486015462927761,54,54.0%,21,21.0%,23,NaN,0,0.0,2.655613552077623,12,100.0,2.874099000543268,9,100.0
4,0.5946574645699771,51,51.0%,22,22.0%,23,NaN,0,0.0,3.0902062498500147,13,100.0,2.7979089323496935,9,100.0
5,0.5385797569598785,54,54.0%,20,20.0%,23,NaN,0,0.0,2.7869483265673263,12,100.0,2.5518244721474925,8,100.0
6,0.5135425312983813,56,56.00000000000001%,21,21.0%,23,NaN,0,0.0,2.191376552180253,12,100.0,3.1322168129593875,9,100.0
7,0.6471078355107741,48,48.0%,21,21.0%,23,NaN,0,0.0,3.440517723497464,13,100.0,2.9280713586384812,8,100.0
8,0.6242961322912115,59,59.0%,22,22.0%,23,NaN,0,0.0,3.12679737413424,13,100.0,3.1135055924387833,9,100.0
9,0.5526072476840773,59,59.0%,22,22.0%,23,NaN,0,0.0,2.8263294317168772,13,100.0,2.668096448475651,9,100.0
10,0.6099125696109793,52,52.0%,21,21.0%,23,NaN,0,0.0,3.1772742745041813,13,100.0,2.8579957083809697,8,100.0
