Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.5344399658999435,[D@70b0b186,88.0%,88.0%,29.53020134228188%,44,44,44,149
2,3.915928044070625,[D@ba8d91c,90.0%,90.0%,25.423728813559322%,45,45,45,177
3,3.978106868665035,[D@7364985f,90.0%,90.0%,27.439024390243905%,45,45,45,164
4,4.047317354003154,[D@5d20e46,90.0%,90.0%,27.439024390243905%,45,45,45,164
5,4.08530809974168,[D@709ba3fb,90.0%,90.0%,27.439024390243905%,45,45,45,164
6,4.100152123019309,[D@3d36e4cd,90.0%,90.0%,27.439024390243905%,45,45,45,164
7,4.138690095172356,[D@6a472554,90.0%,90.0%,27.439024390243905%,45,45,45,164
8,4.184489001592155,[D@7ff2a664,90.0%,90.0%,27.439024390243905%,45,45,45,164
9,4.223067081703585,[D@525b461a,90.0%,90.0%,27.439024390243905%,45,45,45,164
10,4.229098137293335,[D@58c1c010,90.0%,90.0%,27.439024390243905%,45,45,45,164
11,4.237180392921513,[D@b7f23d9,90.0%,90.0%,27.439024390243905%,45,45,45,164
12,4.240766179359139,[D@61d47554,90.0%,90.0%,27.439024390243905%,45,45,45,164
13,4.2458664167431746,[D@69b794e2,90.0%,90.0%,25.862068965517242%,45,45,45,174
14,4.249485242042353,[D@3f200884,90.0%,90.0%,25.862068965517242%,45,45,45,174
15,4.259397368902533,[D@4d339552,90.0%,90.0%,25.862068965517242%,45,45,45,174
16,4.265421910242805,[D@f0f2775,90.0%,90.0%,25.862068965517242%,45,45,45,174
17,4.271606926878985,[D@5a4aa2f2,90.0%,90.0%,25.862068965517242%,45,45,45,174
18,4.27730704778938,[D@6591f517,90.0%,90.0%,25.862068965517242%,45,45,45,174
19,4.345390981722498,[D@345965f2,92.0%,92.0%,26.436781609195403%,46,46,46,174
20,4.348201213887807,[D@429bd883,92.0%,92.0%,26.285714285714285%,46,46,46,175
21,4.3515249054682075,[D@4d49af10,92.0%,92.0%,26.285714285714285%,46,46,46,175
22,4.378468981668046,[D@279ad2e3,92.0%,92.0%,26.285714285714285%,46,46,46,175
23,4.392157574109319,[D@58134517,92.0%,92.0%,26.285714285714285%,46,46,46,175
24,4.403665853017492,[D@4450d156,92.0%,92.0%,26.285714285714285%,46,46,46,175
25,4.404051017824627,[D@4461c7e3,92.0%,92.0%,26.285714285714285%,46,46,46,175
26,4.408099834149549,[D@351d0846,92.0%,92.0%,26.285714285714285%,46,46,46,175
27,4.415879840733637,[D@77e4c80f,92.0%,92.0%,26.285714285714285%,46,46,46,175
28,4.427992549833273,[D@35fc6dc4,92.0%,92.0%,26.285714285714285%,46,46,46,175
29,4.434412571313709,[D@7fe8ea47,92.0%,92.0%,26.285714285714285%,46,46,46,175
30,4.4408824699147615,[D@226a82c4,92.0%,92.0%,26.285714285714285%,46,46,46,175
31,4.4408824699147615,[D@731f8236,92.0%,92.0%,26.285714285714285%,46,46,46,175
32,4.4408824699147615,[D@255b53dc,92.0%,92.0%,24.598930481283425%,46,46,46,187
33,4.500845245090446,[D@1dd92fe2,94.0%,94.0%,25.13368983957219%,47,47,47,187
34,4.515549650006966,[D@6b53e23f,94.0%,94.0%,25.0%,47,47,47,188
35,4.515549650006966,[D@64d2d351,94.0%,94.0%,25.0%,47,47,47,188
36,4.523043118245095,[D@1b68b9a4,94.0%,94.0%,25.0%,47,47,47,188
37,4.526166223870712,[D@4f9a3314,94.0%,94.0%,25.0%,47,47,47,188
38,4.526166223870712,[D@3b2c72c2,94.0%,94.0%,25.0%,47,47,47,188
39,4.526752010308339,[D@491666ad,94.0%,94.0%,25.0%,47,47,47,188
40,4.526752010308339,[D@176d53b2,94.0%,94.0%,25.0%,47,47,47,188
41,4.529515942330839,[D@971d0d8,94.0%,94.0%,25.0%,47,47,47,188
42,4.530752010308339,[D@51931956,94.0%,94.0%,25.0%,47,47,47,188
43,4.530752010308339,[D@2b4a2ec7,94.0%,94.0%,25.0%,47,47,47,188
44,4.534899590943001,[D@564718df,94.0%,94.0%,25.0%,47,47,47,188
45,4.534899590943001,[D@51b7e5df,94.0%,94.0%,25.0%,47,47,47,188
46,4.537061868603169,[D@18a70f16,94.0%,94.0%,25.0%,47,47,47,188
47,4.539698204745351,[D@62e136d3,94.0%,94.0%,25.0%,47,47,47,188
48,4.540290563892597,[D@c8e4bb0,94.0%,94.0%,25.0%,47,47,47,188
49,4.541594668616438,[D@6279cee3,94.0%,94.0%,25.0%,47,47,47,188
50,4.544330777541686,[D@4206a205,94.0%,94.0%,25.0%,47,47,47,188
51,4.55071594234882,[D@29ba4338,94.0%,94.0%,25.0%,47,47,47,188
52,4.55071594234882,[D@57175e74,94.0%,94.0%,25.0%,47,47,47,188
53,4.55071594234882,[D@7bb58ca3,94.0%,94.0%,25.0%,47,47,47,188
54,4.55071594234882,[D@c540f5a,94.0%,94.0%,25.0%,47,47,47,188
55,4.55071594234882,[D@770c2e6b,94.0%,94.0%,25.0%,47,47,47,188
56,4.55071594234882,[D@1a052a00,94.0%,94.0%,25.0%,47,47,47,188
57,4.55071594234882,[D@4d826d77,94.0%,94.0%,25.0%,47,47,47,188
58,4.55071594234882,[D@61009542,94.0%,94.0%,25.0%,47,47,47,188
59,4.55071594234882,[D@77e9807f,94.0%,94.0%,25.0%,47,47,47,188
60,4.551952010326319,[D@448ff1a8,94.0%,94.0%,25.0%,47,47,47,188
61,4.5663866031692715,[D@1a38c59b,94.0%,94.0%,25.0%,47,47,47,188
62,4.56716372731999,[D@7f77e91b,94.0%,94.0%,25.0%,47,47,47,188
