Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,3
2,0,9,3
3,0,10,3
4,0,9,2
5,0,10,1
6,0,10,0
7,0,10,0
8,0,10,0
9,0,7,0
10,0,9,0
