Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,1
2,0,11,1
3,0,11,1
4,0,11,0
5,0,11,0
6,0,11,0
7,0,11,0
8,0,11,0
9,0,10,0
10,0,11,0
