Iteration,Cheesecake,Profiterole,Mucake
1,0,18,14
2,0,21,17
3,0,21,17
4,0,21,17
5,0,22,17
6,0,22,17
7,0,22,17
8,0,22,17
9,0,22,17
10,0,23,17
11,0,23,17
12,0,23,17
13,0,23,17
14,0,23,17
15,0,23,17
16,0,23,17
17,0,23,17
18,0,23,17
19,0,23,17
20,0,23,17
21,0,23,17
22,0,23,17
23,0,23,17
24,0,23,17
25,0,23,17
26,0,23,17
27,0,23,17
28,0,23,17
29,0,23,17
30,0,23,17
31,0,23,17
32,0,23,17
33,0,23,17
34,0,23,17
35,0,23,17
36,0,23,18
37,0,23,18
38,0,23,18
39,0,23,18
40,0,23,18
41,0,23,18
42,0,23,18
43,0,23,18
44,0,23,18
45,0,23,18
46,0,23,18
47,0,23,18
48,0,23,18
49,0,23,18
50,0,23,18
51,0,23,18
52,0,23,18
53,0,23,18
54,0,23,18
55,0,23,18
56,0,23,18
57,0,23,18
58,0,23,18
59,0,23,18
60,0,23,18
61,0,23,18
62,0,23,18
63,0,23,18
64,0,23,18
65,0,23,18
66,0,23,18
67,0,23,18
68,0,23,18
69,0,23,18
70,0,23,18
71,0,23,18
72,0,23,19
73,0,23,19
74,0,23,19
75,0,23,19
76,0,23,19
77,0,23,19
78,0,23,19
79,0,23,19
80,0,23,19
81,0,23,19
82,0,23,19
83,0,23,19
84,0,23,19
85,0,23,19
86,0,23,19
87,0,23,19
88,0,23,19
89,0,23,19
90,0,23,19
91,0,23,19
92,0,23,19
93,0,23,19
94,0,23,19
95,0,23,19
96,0,23,19
97,0,23,19
98,0,23,19
99,0,23,19
100,0,23,19
